artist,song_name,quarterly_date,n_streams
Ava Max,So Am I,2019 Q2,14167766
JAY1,Your Mrs,2019 Q2,14072907
Ava Max,Sweet but Psycho,2019 Q2,13798752
MEDUZA,Piece Of Your Heart,2019 Q2,13609239
Wiley,Boasty (feat. Idris Elba),2019 Q2,13475831
Ariana Grande,"break up with your girlfriend, i'm bored",2019 Q2,13365386
Ariana Grande,7 rings,2019 Q2,13320842
Lady Gaga,Shallow,2019 Q2,13304054
Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa,2019 Q2,13226144
Jonas Blue,What I Like About You (feat. Theresa Rex),2019 Q2,13182982
Lauv,i'm so tired...,2019 Q2,13127170
Billie Eilish,when the party's over,2019 Q2,12192643
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),2019 Q2,12088995
Sigrid,Don’t Feel Like Crying,2019 Q2,11838973
Billie Eilish,wish you were gay,2019 Q2,11659176
Ellie Goulding,Sixteen,2019 Q2,11414847
Panic! At The Disco,High Hopes,2019 Q2,11153928
George Ezra,Shotgun,2019 Q2,11134619
Dave,Disaster (feat. J Hus),2019 Q2,10468089
Hardy Caprio,Guten Tag,2019 Q2,10400054
Marshmello,Happier,2019 Q2,10212444
Lewis Capaldi,Bruises,2019 Q2,10145624
Sam Smith,Dancing With A Stranger (with Normani),2019 Q2,10033336
YNW Melly,Murder On My Mind,2019 Q2,9959500
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),2019 Q2,9855705
Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2019 Q2,9670091
Ariana Grande,"thank u, next",2019 Q2,9255232
Lewis Capaldi,Grace,2019 Q2,9040676
Meek Mill,Going Bad (feat. Drake),2019 Q2,8995698
benny blanco,Eastside (with Halsey & Khalid),2019 Q2,8964179
Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",2019 Q2,8871748
Dominic Fike,3 Nights,2019 Q2,8607882
Loud Luxury,Body (feat. brando),2019 Q2,8489057
AJ Tracey,Ladbroke Grove,2019 Q2,8477527
The Killers,Mr. Brightside,2019 Q2,8370466
D-Block Europe,Kitchen Kings,2019 Q2,8161956
Cadet,Advice,2019 Q2,8107804
Billie Eilish,my strange addiction,2019 Q2,8076081
J. Cole,MIDDLE CHILD,2019 Q2,8020629
Billie Eilish,you should see me in a crown,2019 Q2,7914004
BTS,Boy With Luv (feat. Halsey),2019 Q2,7551090
Post Malone,Better Now,2019 Q2,7542282
Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),2019 Q2,7486551
George Ezra,Pretty Shining People,2019 Q2,7465753
Russ Millions,Keisha & Becky - Russ splash x Tion Wayne,2019 Q2,7417234
Dave,Funky Friday,2019 Q2,7380217
Anne-Marie,2002,2019 Q2,7378338
Queen,Bohemian Rhapsody - Remastered 2011,2019 Q2,7307380
Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),2019 Q2,7275404
Travis Scott,SICKO MODE,2019 Q2,7215973
Halsey,Without Me,2019 Q2,7203963
Calvin Harris,Promises (with Sam Smith),2019 Q2,7202463
Khalid,Better,2019 Q2,7081915
Billie Eilish,all the good girls go to hell,2019 Q2,6857709
George Ezra,Paradise,2019 Q2,6787200
Post Malone,rockstar (feat. 21 Savage),2019 Q2,6731443
"Tyler, The Creator",EARFQUAKE,2019 Q2,6710189
Juice WRLD,Lucid Dreams,2019 Q2,6681523
Lewis Capaldi,One,2019 Q2,6612109
Alec Benjamin,Let Me Down Slowly,2019 Q2,6570210
Calvin Harris,One Kiss (with Dua Lipa),2019 Q2,6526733
Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa,2019 Q2,6421686
Dave,Streatham,2019 Q2,6415043
Young Thug,The London (feat. J. Cole & Travis Scott),2019 Q2,6330222
Martin Jensen,Nobody,2019 Q2,6307790
Queen,Don't Stop Me Now - Remastered 2011,2019 Q2,6243357
Billie Eilish,xanny,2019 Q2,6240283
Keala Settle,This Is Me,2019 Q2,6192496
P!nk,Walk Me Home,2019 Q2,6168904
Ariana Grande,MONOPOLY (with Victoria Monét),2019 Q2,6150952
Lewis Capaldi,Grace,2019 Q2,6094290
Drake,Nice For What,2019 Q2,6084348
Avicii,SOS (feat. Aloe Blacc),2019 Q2,6041136
XXXTENTACION,SAD!,2019 Q2,6031604
5 Seconds of Summer,Youngblood,2019 Q2,6012567
Drake,God's Plan,2019 Q2,6009344
Lizzo,Truth Hurts,2019 Q2,5989746
Katy Perry,Never Really Over,2019 Q2,5941944
AJ Tracey,Butterflies (feat. Not3s),2019 Q2,5914169
Oasis,Wonderwall - Remastered,2019 Q2,5903055
Da Beatfreakz,"Motorola (feat. Swarmz, Deno & Dappy)",2019 Q2,5841145
Zara Larsson,Don't Worry Bout Me,2019 Q2,5823499
Tom Walker,Leave a Light On,2019 Q2,5786058
Tyga,Taste (feat. Offset),2019 Q2,5715502
Ed Sheeran,Shape of You,2019 Q2,5632429
Logic,Homicide (feat. Eminem),2019 Q2,5628346
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2019 Q2,5623238
Lil Dicky,Earth,2019 Q2,5569192
Chris Brown,No Guidance (feat. Drake),2019 Q2,5563978
Mark Ronson,Late Night Feelings (feat. Lykke Li),2019 Q2,5558672
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),2019 Q2,5548821
Kodak Black,ZEZE (feat. Travis Scott & Offset),2019 Q2,5546245
Drake,In My Feelings,2019 Q2,5546020
NSG,OT Bop,2019 Q2,5525683
Lewis Capaldi,Hold Me While You Wait,2019 Q2,5494339
Hugh Jackman,The Greatest Show,2019 Q2,5492516
Fleetwood Mac,Everywhere - 2017 Remaster,2019 Q2,5475011
TOTO,Africa,2019 Q2,5458566
Billie Eilish,ocean eyes,2019 Q2,5438100
Toploader,Dancing in the Moonlight,2019 Q2,5405863
Not3s,Wanting,2019 Q2,5303563
Lewis Capaldi,Forever,2019 Q2,5270448
Digga D,No Diet,2019 Q2,5226901
Hardy Caprio,Best Life,2019 Q2,5217521
Electric Light Orchestra,Mr. Blue Sky,2019 Q2,5189292
Sigala,Wish You Well,2019 Q2,5137210
Post Malone,I Fall Apart,2019 Q2,5050464
Octavian,Bet (feat. Skepta & Michael Phantom),2019 Q2,5048422
Vance Joy,Riptide,2019 Q2,4982137
Dynoro,In My Mind,2019 Q2,4942461
George Ezra,Budapest,2019 Q2,4930263
5 Seconds of Summer,Easier,2019 Q2,4919916
Lil Baby,Drip Too Hard (Lil Baby & Gunna),2019 Q2,4917105
Lizzo,Juice,2019 Q2,4849768
Lewis Capaldi,Maybe,2019 Q2,4844332
MK,Back & Forth,2019 Q2,4814126
Years & Years,If You're Over Me,2019 Q2,4790125
Lewis Capaldi,Hollywood,2019 Q2,4737709
James Arthur,Say You Won't Let Go,2019 Q2,4606800
Digga D,No Diet,2019 Q2,4604962
P!nk,Walk Me Home,2019 Q2,4575225
XXXTENTACION,Jocelyn Flores,2019 Q2,4568358
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2019 Q2,4466571
James Arthur,Falling Like The Stars,2019 Q2,4463777
The Kooks,Naive,2019 Q2,4451490
XXXTENTACION,Moonlight,2019 Q2,4441561
OneRepublic,Rescue Me,2019 Q2,4427127
Jess Glynne,One Touch,2019 Q2,4421139
Oasis,Don't Look Back in Anger - Remastered,2019 Q2,4406979
French Montana,Unforgettable,2019 Q2,4383423
Zac Efron,Rewrite The Stars,2019 Q2,4296394
Billie Eilish,lovely,2019 Q2,4271901
Khalid,Outta My Head (with John Mayer),2019 Q2,4254925
Cardi B,Please Me,2019 Q2,4212915
Bazzi,Paradise,2019 Q2,4211207
David Guetta,Stay (Don't Go Away) [feat. Raye],2019 Q2,4152040
Lewis Capaldi,Bruises,2019 Q2,4127218
Fleetwood Mac,The Chain - 2004 Remaster,2019 Q2,4110764
Mustard,Pure Water (with Migos),2019 Q2,4110693
Miley Cyrus,Party In The U.S.A.,2019 Q2,4089986
Billie Eilish,lovely (with Khalid),2019 Q2,4082471
Mabel,Mad Love,2019 Q2,4072341
Juice WRLD,Robbery,2019 Q2,4057304
Skepta,What Do You Mean?,2019 Q2,4057055
Skepta,Greaze Mode,2019 Q2,3930292
George Ezra,Hold My Girl,2019 Q2,3892603
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",2019 Q2,3884477
Flipp Dinero,Leave Me Alone,2019 Q2,3883601
Billie Eilish,i love you,2019 Q2,3875086
Cardi B,I Like It,2019 Q2,3833545
Ariana Grande,no tears left to cry,2019 Q2,3797288
Journey,Don't Stop Believin',2019 Q2,3773083
Lewis Capaldi,Lost On You,2019 Q2,3731771
Blueface,Thotiana,2019 Q2,3701893
Bebe Rexha,Last Hurrah,2019 Q2,3700053
Jonas Brothers,Sucker,2019 Q2,3685947
Imagine Dragons,Believer,2019 Q2,3646589
Billie Eilish,ilomilo,2019 Q2,3640331
Taylor Swift,You Need To Calm Down,2019 Q2,3558418
Dean Lewis,Be Alright,2019 Q2,3538491
Lewis Capaldi,Don't Get Me Wrong,2019 Q2,3529016
Jess Glynne,I'll Be There,2019 Q2,3519626
Miley Cyrus,Mother's Daughter,2019 Q2,3486958
Dennis Lloyd,Nevermind,2019 Q2,3382328
Silk City,Electricity (with Dua Lipa),2019 Q2,3345995
Kehlani,Nights Like This (feat. Ty Dolla $ign),2019 Q2,3341083
Ed Sheeran,Perfect,2019 Q2,3336587
Giggs,BABY,2019 Q2,3320878
The Chainsmokers,Who Do You Love,2019 Q2,3319404
BLACKPINK,Kill This Love,2019 Q2,3296273
Young T & Bugsey,Strike a Pose (feat. Aitch),2019 Q2,3286340
Freya Ridings,Lost Without You,2019 Q2,3273962
MoStack,Shine Girl (feat. Stormzy),2019 Q2,3270628
Bugzy Malone,M.E.N II,2019 Q2,3252465
Jax Jones,Play (with Years & Years),2019 Q2,3243184
Drake,Money In The Grave (Drake ft. Rick Ross),2019 Q2,3220719
Shawn Mendes,Señorita,2019 Q2,3217857
J Hus,Daily Duppy (feat. GRM Daily),2019 Q2,3163460
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,2019 Q2,3121671
The Plug,"How It Is (feat. Roddy Ricch, Chip & Yxng Bane)",2019 Q2,3117244
Queen,Another One Bites The Dust - Remastered 2011,2019 Q2,3113448
The Chainsmokers,Call You Mine (feat. Bebe Rexha),2019 Q2,3035970
Dua Lipa,New Rules,2019 Q2,3029689
"Earth, Wind & Fire",September,2019 Q2,3029603
Jonas Brothers,Cool,2019 Q2,3007089
Billie Eilish,listen before i go,2019 Q2,2985361
Rita Ora,Let You Love Me,2019 Q2,2977481
Avicii,Heaven,2019 Q2,2973668
FISHER,You Little Beauty,2019 Q2,2934439
Skepta,Greaze Mode,2019 Q2,2924422
Sigala,Just Got Paid,2019 Q2,2904522
A Boogie Wit da Hoodie,Look Back at It,2019 Q2,2897530
Zara Larsson,Ruin My Life,2019 Q2,2889644
SZA,Power is Power (feat. The Weeknd & Travis Scott),2019 Q2,2886388
Drake,Nonstop,2019 Q2,2879054
Halsey,Nightmare,2019 Q2,2846354
Khalid,My Bad,2019 Q2,2821497
Post Malone,Psycho (feat. Ty Dolla $ign),2019 Q2,2817601
Bastille,Joy,2019 Q2,2778391
Khalid,Saturday Nights,2019 Q2,2760092
Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),2019 Q2,2725802
The Chainsmokers,Who Do You Love,2019 Q2,2720398
Lewis Capaldi,Fade,2019 Q2,2703587
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),2019 Q2,2653602
Fleetwood Mac,Go Your Own Way - 2004 Remaster,2019 Q2,2610233
Swarmz,Bally,2019 Q2,2522038
Dean Lewis,Be Alright,2019 Q2,2521412
Billie Eilish,8,2019 Q2,2434919
Billie Eilish,bellyache,2019 Q2,2428589
benny blanco,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",2019 Q2,2416757
Little Mix,Woman Like Me (feat. Nicki Minaj),2019 Q2,2416184
Little Mix,Think About Us (feat. Ty Dolla $ign),2019 Q2,2415725
Little Mix,Bounce Back,2019 Q2,2404598
MoStack,Wild,2019 Q2,2394133
Tiësto,Ritual,2019 Q2,2341450
YK Osiris,Worth It,2019 Q2,2337852
Ziv Zaifman,A Million Dreams,2019 Q2,2298639
MoStack,Stinking Rich (feat. Dave & J Hus),2019 Q2,2277798
DJ Khaled,Just Us (feat. SZA),2019 Q2,2259064
Elton John,Tiny Dancer,2019 Q2,2254863
Jonas Blue,Rise,2019 Q2,2247953
Avicii,SOS,2019 Q2,2135749
Logic,Homicide,2019 Q2,2124352
Joyner Lucas,Isis,2019 Q2,2121863
Polo G,Pop Out (feat. Lil Tjay),2019 Q2,2101630
Mark Ronson,Find U Again (feat. Camila Cabello),2019 Q2,2088592
Tom Walker,Now You're Gone (feat. Zara Larsson),2019 Q2,2044441
Sam Fender,Hypersonic Missiles,2019 Q2,2030920
One Acen,Miss Diva (feat. Yungen),2019 Q2,2020680
Billie Eilish,idontwannabeyouanymore,2019 Q2,2013066
Jess Glynne,I'll Be There,2019 Q2,2010750
"Tyler, The Creator",I THINK,2019 Q2,2006112
Lewis Capaldi,Headspace,2019 Q2,1993785
Jonas Brothers,Only Human,2019 Q2,1965767
Jess Glynne,Thursday,2019 Q2,1953330
Skepta,Bullet From A Gun,2019 Q2,1902452
Stormzy,Crown,2019 Q2,1884190
B Young,Gucci Demon,2019 Q2,1873621
Drake,One Dance,2019 Q2,1835799
Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,2019 Q2,1794709
MoStack,I'm The One - MoStack x Fredo,2019 Q2,1792573
Polo G,Pop Out (feat. Lil Tjay),2019 Q2,1685772
CamelPhat,Breathe,2019 Q2,1672516
Sheck Wes,Mo Bamba,2019 Q2,1642854
Catfish and the Bottlemen,Longshot,2019 Q2,1636977
Avicii,Tough Love,2019 Q2,1614028
YNW Melly,Mixed Personalities (feat. Kanye West),2019 Q2,1612164
Daddy Yankee,Con Calma,2019 Q2,1603715
Skepta,Bullet From A Gun,2019 Q2,1601576
slowthai,Inglorious (feat. Skepta),2019 Q2,1527260
Geko,New Money - Geko x French Montana x Ay Em,2019 Q2,1522906
Queen,Under Pressure - Remastered 2011,2019 Q2,1522528
Tyga,Taste (feat. Offset),2019 Q2,1508066
DaBaby,Suge,2019 Q2,1507306
Khalid,Talk,2019 Q2,1501040
YG,"Go Loko (feat. Tyga, Jon Z)",2019 Q2,1485706
Elton John,Don't Go Breaking My Heart,2019 Q2,1460409
Jason Mraz,I'm Yours,2019 Q2,1440492
Lil Nas X,Panini,2019 Q2,1436669
Elton John,Your Song,2019 Q2,1427419
Dua Lipa,IDGAF,2019 Q2,1425732
Dave,Screwface Capital,2019 Q2,1353666
MoStack,Shine Girl (feat. Stormzy),2019 Q2,1329445
CamelPhat,Be Someone,2019 Q2,1329382
David Guetta,Better When You're Gone,2019 Q2,1316361
AJ Tracey,Psych Out!,2019 Q2,1294879
Marshmello,Light It Up (with Tyga & Chris Brown),2019 Q2,1290518
JAY1,Mocking It,2019 Q2,1284296
"Tyler, The Creator",IGOR'S THEME,2019 Q2,1272105
ZAYN,"A Whole New World (End Title) - From ""Aladdin""",2019 Q2,1271388
"Tyler, The Creator",RUNNING OUT OF TIME,2019 Q2,1249216
21 Savage,a lot,2019 Q2,1243985
Kygo,Not Ok,2019 Q2,1242147
Bugzy Malone,Kilos (feat. Aitch),2019 Q2,1212092
Lil Uzi Vert,Sanguine Paradise,2019 Q2,1199719
"Tyler, The Creator",NEW MAGIC WAND,2019 Q2,1193175
Charli XCX,Blame It on Your Love (feat. Lizzo),2019 Q2,1191110
Billie Eilish,goodbye,2019 Q2,1184220
Da Beatfreakz,"Pumpy (feat. Deno, Cadet, AJ & Swarmz)",2019 Q2,1175008
6ix9ine,KIKA,2019 Q2,1165874
Calvin Harris,I'm Not Alone - CamelPhat Remix,2019 Q2,1148283
P!nk,Hurts 2B Human (feat. Khalid),2019 Q2,1141602
Clean Bandit,Solo (feat. Demi Lovato),2019 Q2,1113671
Loren Allred,Never Enough,2019 Q2,1104232
Joji,Sanctuary,2019 Q2,1095373
Lil Tecca,Ransom,2019 Q2,1092603
Drake,Omertà,2019 Q2,1082443
Beyoncé,Hold Up,2019 Q2,1074569
Spice Girls,Wannabe,2019 Q2,1073798
Cardi B,Press,2019 Q2,1064531
Digga D,Mr Sheeen - Digga D x Russ Millions,2019 Q2,1063139
Arctic Monkeys,Do I Wanna Know?,2019 Q2,1061936
MoStack,Wild,2019 Q2,1032030
Catfish and the Bottlemen,Conversation,2019 Q2,1032017
Ashley O,On A Roll,2019 Q2,1021277
Khalid,Don't Pretend (feat. SAFE),2019 Q2,1019935
Tion Wayne,Drive By,2019 Q2,1001377
MoStack,Shannon,2019 Q2,998661
MIST,Can't Stop Clocks,2019 Q2,984880
Catfish and the Bottlemen,2all,2019 Q2,978764
Beyoncé,Sorry,2019 Q2,970004
Nipsey Hussle,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),2019 Q2,955054
Dave,Black,2019 Q2,942943
Catfish and the Bottlemen,Encore,2019 Q2,934716
Loyle Carner,Loose Ends,2019 Q2,916000
DJ Khaled,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",2019 Q2,914126
Beyoncé,Formation,2019 Q2,885134
Mark Ronson,Find U Again (feat. Camila Cabello),2019 Q2,859894
Mark Ronson,Late Night Feelings (feat. Lykke Li),2019 Q2,856550
Dermot Kennedy,Outnumbered,2019 Q2,855693
Dave,Psycho,2019 Q2,826655
SZA,Power is Power,2019 Q2,808435
French Montana,Slide (feat. Blueface & Lil Tjay),2019 Q2,796641
Lil Tecca,Ransom,2019 Q2,795925
"Tyler, The Creator",A BOY IS A GUN*,2019 Q2,775641
Dave,Voices,2019 Q2,774478
Roddy Ricch,Die Young,2019 Q2,771897
Skepta,Redrum,2019 Q2,768174
Juice WRLD,Fast,2019 Q2,761348
Beyoncé,Before I Let Go - Homecoming Live Bonus Track,2019 Q2,760200
The Chainsmokers,Who Do You Love,2019 Q2,758851
Galantis,Bones (feat. OneRepublic),2019 Q2,752976
Chris Brown,Undecided,2019 Q2,749599
"Tyler, The Creator",WHAT'S GOOD,2019 Q2,749261
Khalid,My Bad,2019 Q2,749046
Lewis Capaldi,Tough,2019 Q2,745276
Calboy,Envy Me,2019 Q2,744992
Lady Gaga,Always Remember Us This Way,2019 Q2,737091
Lewis Capaldi,Rush (feat. Jessie Reyez),2019 Q2,735292
Portugal. The Man,Feel It Still,2019 Q2,732069
James Arthur,Empty Space,2019 Q2,725042
Scouting For Girls,She's So Lovely,2019 Q2,724769
Bryan Adams,Summer Of '69,2019 Q2,724537
SL,FWA Boss,2019 Q2,724013
Ed Sheeran,Castle on the Hill,2019 Q2,709033
Elton John,I'm Still Standing,2019 Q2,700967
Jonas Blue,Polaroid,2019 Q2,688044
"Tyler, The Creator",PUPPET,2019 Q2,682777
Lil Nas X,Rodeo,2019 Q2,667578
"Tyler, The Creator","GONE, GONE / THANK YOU",2019 Q2,635845
Nafe Smallz,Good Love (feat. Tory Lanez),2019 Q2,625086
Skepta,Love Me Not,2019 Q2,574896
Lizzo,Truth Hurts,2019 Q2,573861
Nafe Smallz,Good Love (feat. Tory Lanez),2019 Q2,572301
Gerry Cinnamon,Canter,2019 Q2,571863
Bastille,Joy,2019 Q2,567719
Skepta,Same Old Story,2019 Q2,565825
Liam Gallagher,Shockwave,2019 Q2,556244
DJ Khaled,Celebrate (feat. Travis Scott & Post Malone),2019 Q2,553264
Digga D,P4DP,2019 Q2,544660
Skepta,No Sleep,2019 Q2,542664
Marshmello,One Thing Right,2019 Q2,542017
Skepta,Going Through It,2019 Q2,536614
"Tyler, The Creator",ARE WE STILL FRIENDS?,2019 Q2,519598
Y2K,Lalala,2019 Q2,517842
"Tyler, The Creator",I DON'T LOVE YOU ANYMORE,2019 Q2,515992
Catfish and the Bottlemen,Fluctuate,2019 Q2,514060
Catfish and the Bottlemen,Sidetrack,2019 Q2,512815
BTS,Make It Right,2019 Q2,510612
T MULLA,Droptop,2019 Q2,509561
Ali Gatie,It's You,2019 Q2,504764
BTS,Mikrokosmos,2019 Q2,502347
Skepta,Glow In The Dark,2019 Q2,499360
DJ Khaled,Higher (feat. Nipsey Hussle & John Legend),2019 Q2,496894
Khalid,Bad Luck,2019 Q2,493897
MoStack,Respect & Love,2019 Q2,493345
KSI,Pull Up,2019 Q2,490229
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),2019 Q2,488749
BTS,HOME,2019 Q2,479480
Mahmood,Soldi,2019 Q2,474163
Nicki Minaj,MEGATRON,2019 Q2,469502
Catfish and the Bottlemen,Mission,2019 Q2,468657
Catfish and the Bottlemen,Basically,2019 Q2,462047
Bastille,Doom Days,2019 Q2,461878
M Huncho,Ocho Cinco,2019 Q2,461437
BTS,Dream Glow (BTS World Original Soundtrack) - Pt. 1,2019 Q2,459141
MoStack,Girl Diary,2019 Q2,459137
J Hus,Did You See,2019 Q2,457500
Slipknot,Unsainted,2019 Q2,457175
Lotto Ash,Different Strokes (feat. Lotto Ash),2019 Q2,453745
Skepta,Animal Instinct,2019 Q2,448527
MoStack,Yes Yes,2019 Q2,447163
Skepta,Gangsta,2019 Q2,446415
Tyga,Haute (feat. J Balvin & Chris Brown),2019 Q2,444790
Lauv,Drugs & The Internet,2019 Q2,444611
Khalid,Right Back,2019 Q2,443581
Krept & Konan,Ban Drill,2019 Q2,443538
Octavian,Bet (feat. Skepta & Michael Phantom),2019 Q2,438819
Zara Larsson,All the Time,2019 Q2,433681
DJ Khaled,Wish Wish (feat. Cardi B & 21 Savage),2019 Q2,431846
Stefflon Don,Phone Down,2019 Q2,431483
Skepta,You Wish,2019 Q2,430716
BTS,Dionysus,2019 Q2,428448
Duncan Laurence,Arcade,2019 Q2,427316
KSI,Real Name,2019 Q2,426114
Lana Del Rey,Doin' Time,2019 Q2,422257
Nafe Smallz,Fake Love (feat. Yxng Bane),2019 Q2,417375
Loyle Carner,Angel,2019 Q2,416701
Loyle Carner,Ottolenghi,2019 Q2,415802
Catfish and the Bottlemen,Overlap,2019 Q2,415640
Catfish and the Bottlemen,Coincide,2019 Q2,411283
SL,Homage,2019 Q2,410664
MoStack,What I Wanna,2019 Q2,409881
Lizzo,Juice,2019 Q2,406237
Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),2019 Q2,404133
BTS,Jamais Vu,2019 Q2,403391
Kygo,Think About You,2019 Q2,400283
Florence + The Machine,Jenny of Oldstones (Game of Thrones),2019 Q2,398785
DJ Khaled,"You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)",2019 Q2,398137
YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),2019 Q2,393894
M Huncho,Rock Bottom,2019 Q2,392693
Post Malone,Wow. - Remix,2019 Q2,392280
Bastille,Another Place,2019 Q2,391848
Hardy Caprio,Sponsored,2019 Q2,388212
Ariana Grande,needy,2019 Q2,387865
Fleetwood Mac,Dreams - 2004 Remaster,2019 Q2,385645
Khalid,Self,2019 Q2,384133
Khalid,Self,2019 Q2,383610
Alan Walker,On My Way,2019 Q2,382671
Hozier,Almost (Sweet Music),2019 Q2,382048
MoStack,Rock With You,2019 Q2,381335
Khalid,Intro,2019 Q2,380519
Yxng Bane,Needed Time,2019 Q2,377844
Khalid,Hundred,2019 Q2,377131
Catfish and the Bottlemen,Intermission,2019 Q2,377053
J Hus,Spirit,2019 Q2,372012
Catfish and the Bottlemen,Longshot,2019 Q2,370198
Headie One,18HUNNA (feat. Dave),2019 Q2,369436
Ariana Grande,bad idea,2019 Q2,367435
Russ Millions,Gun Lean,2019 Q2,367276
M Huncho,Ocho Cinco,2019 Q2,365621
French Montana,No Stylist (feat. Drake),2019 Q2,365329
J Hus,Bouff Daddy,2019 Q2,364673
BlocBoy JB,Look Alive (feat. Drake),2019 Q2,364074
MoStack,Make Me Fall In Love & You Can Keep Me Forever (feat. Dolapo),2019 Q2,362126
Gerry Cinnamon,Belter,2019 Q2,361827
Ariana Grande,NASA,2019 Q2,361745
Maren Morris,The Bones,2019 Q2,361279
Khalid,Paradise,2019 Q2,359836
BTS,Intro : Persona,2019 Q2,358677
Post Malone,Congratulations,2019 Q2,357559
Martin Garrix,No Sleep (feat. Bonn),2019 Q2,357343
NF,The Search,2019 Q2,356865
DJ Snake,Loco Contigo (with J. Balvin & Tyga),2019 Q2,355182
Daryl Hall & John Oates,You Make My Dreams (Come True),2019 Q2,354188
Train,"Hey, Soul Sister",2019 Q2,352481
TLC,No Scrubs,2019 Q2,348190
Avicii,Wake Me Up,2019 Q2,347547
Jaykae,On The Way Home (feat. Bowzer Boss),2019 Q2,344571
Shawn Mendes,Lost In Japan,2019 Q2,335416
AJ Tracey,Ladbroke Grove,2019 Q3,29783085
Ed Sheeran,Beautiful People (feat. Khalid),2019 Q3,29729694
Lewis Capaldi,Someone You Loved,2019 Q3,28449373
Dominic Fike,3 Nights,2019 Q3,28070824
Shawn Mendes,Señorita,2019 Q3,24488099
Young T & Bugsey,Strike a Pose (feat. Aitch),2019 Q3,23853031
Stormzy,Vossi Bop,2019 Q3,23752698
Ed Sheeran,Take Me Back to London (feat. Stormzy),2019 Q3,23730978
Ed Sheeran,I Don't Care (with Justin Bieber),2019 Q3,22493309
Dave,Location (feat. Burna Boy),2019 Q3,21859131
Kygo,Higher Love,2019 Q3,21618553
Post Malone,Goodbyes (Feat. Young Thug),2019 Q3,21423768
Fredo,So High (feat. Fredo),2019 Q3,21399685
Lewis Capaldi,Hold Me While You Wait,2019 Q3,20962065
Billie Eilish,bad guy,2019 Q3,20565155
Sigala,Wish You Well,2019 Q3,19759678
MEDUZA,Piece Of Your Heart,2019 Q3,18593884
Sam Smith,How Do You Sleep?,2019 Q3,18561547
Joel Corry,Sorry,2019 Q3,17112261
Stormzy,Crown,2019 Q3,16602659
Chris Brown,No Guidance (feat. Drake),2019 Q3,16361698
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),2019 Q3,16219597
Shawn Mendes,Señorita,2019 Q3,15406273
Dave,Thiago Silva,2019 Q3,15295898
Drake,Money In The Grave (Drake ft. Rick Ross),2019 Q3,14858114
Lil Tecca,Ransom,2019 Q3,14164565
Lil Nas X,Panini,2019 Q3,13451854
Lizzo,Truth Hurts,2019 Q3,13273500
Katy Perry,Never Really Over,2019 Q3,13117760
Ariana Grande,boyfriend (with Social House),2019 Q3,12923481
Avicii,SOS (feat. Aloe Blacc),2019 Q3,12311734
Dermot Kennedy,Outnumbered,2019 Q3,12279513
Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),2019 Q3,12249212
Ed Sheeran,Antisocial (with Travis Scott),2019 Q3,11970100
Aitch,Taste (Make It Shake),2019 Q3,11719222
Y2K,Lalala,2019 Q3,11651195
Russ Millions,Keisha & Becky - Remix,2019 Q3,11504068
Freya Ridings,Castles,2019 Q3,11478332
D-Block Europe,Home P*ssy,2019 Q3,11470600
Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),2019 Q3,11388016
Mabel,Mad Love,2019 Q3,11292886
Lewis Capaldi,Bruises,2019 Q3,11191971
Tiësto,Ritual,2019 Q3,10701797
Lil Nas X,Old Town Road - Remix,2019 Q3,10648471
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2019 Q3,10067203
Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2019 Q3,10063274
Jax Jones,Harder (with Bebe Rexha),2019 Q3,9787090
JAY1,Mocking It,2019 Q3,9654000
Hardy Caprio,Guten Tag,2019 Q3,9628079
Mabel,Mad Love,2019 Q3,9578671
