artist,song_name,quarterly_date,n_streams,genre,Genre_Group
Darlene Love,Christmas (Baby Please Come Home),2020 Q4,539313.0,Christmas,Christmas
SAINt JHN,Roses - Imanbek Remix,2020 Q4,537401.0,Electronic,Electronic
Headie One,The Light,2020 Q4,526956.0,Drill,Rap/Hip-Hop
Loski,Flavour - feat. Stormzy,2020 Q4,525978.0,Drill,Rap/Hip-Hop
Dean Martin,"Baby, It's Cold Outside",2020 Q4,522113.0,Pop,Pop
Jonas Brothers,Like It's Christmas,2020 Q4,519721.0,Christmas,Christmas
Meghan Trainor,I'll Be Home,2020 Q4,514514.0,Christmas,Christmas
AJ Tracey,Graveyard Shift (feat. slowthai),2020 Q4,513763.0,Grime,Electronic
Michael Bublé,All I Want for Christmas Is You,2020 Q4,513212.0,Swing,Swing
Eminem,Black Magic (feat. Skylar Grey),2020 Q4,511504.0,Rap,Rap/Hip-Hop
Michael Bublé,Have Yourself a Merry Little Christmas,2020 Q4,510489.0,Swing,Swing
21 Savage,Rich Nigga Shit (feat. Young Thug),2020 Q4,501281.0,Hip-Hop,Rap/Hip-Hop
Taylor Swift,Christmas Tree Farm,2020 Q4,500817.0,Christmas,Christmas
Nat King Cole,Joy To The World,2020 Q4,499127.0,Jazz,Jazz
Bing Crosby,It's Beginning To Look A Lot Like Christmas,2020 Q4,494877.0,Christmas,Christmas
Sam Smith,The Lighthouse Keeper,2020 Q4,492898.0,Soft Pop,Pop
21 Savage,Glock In My Lap,2020 Q4,492028.0,Hip-Hop,Rap/Hip-Hop
José Feliciano,Feliz Navidad,2020 Q4,490423.0,Pop,Pop
SZA,Good Days,2020 Q4,488473.0,R&B,R&B
Lily Allen,Somewhere Only We Know,2020 Q4,485228.0,Pop,Pop
Michael Bublé,Christmas (Baby Please Come Home),2020 Q4,484745.0,Swing,Swing
M Huncho,5AM,2020 Q4,479230.0,Grime,Electronic
Digga D,Daily Duppy - Pt.1,2020 Q4,478667.0,Drill,Rap/Hip-Hop
Dean Martin,Rudolph The Red-Nosed Reindeer,2020 Q4,478460.0,Pop,Pop
Nat King Cole,Deck The Halls,2020 Q4,476941.0,Christmas,Christmas
Headie One,Parlez-Vous Anglais (feat. Aitch),2020 Q4,474630.0,Drill,Rap/Hip-Hop
Eminem,Alfred’s Theme,2020 Q4,472536.0,Rap,Rap/Hip-Hop
Bring Me The Horizon,Parasite Eve,2020 Q4,470619.0,Metal,Rock/Punk/Metal
Bring Me The Horizon,Obey (with YUNGBLUD),2020 Q4,466853.0,Metal,Rock/Punk/Metal
Little Mix,Gloves Up,2020 Q4,466230.0,Pop,Pop
Bring Me The Horizon,"Dear Diary,",2020 Q4,465733.0,Metal,Rock/Punk/Metal
Lil Tjay,Move On - Bonus,2020 Q4,464973.0,Drill,Rap/Hip-Hop
D-Block Europe,Birds Are Chirping,2020 Q4,464098.0,Grime,Electronic
Rudimental,"Be the One (feat. MORGAN, Digga D & TIKE)",2020 Q4,463665.0,Edm,Electronic
dutchavelli,Zero Zero,2020 Q4,462082.0,Drill,Rap/Hip-Hop
D-Block Europe,Proud,2020 Q4,461752.0,Grime,Electronic
Mother Mother,Hayloft,2020 Q4,460076.0,Indie,Indie
Little Mix,A Mess (Happy 4 U),2020 Q4,458068.0,Pop,Pop
ZAYN,Better,2020 Q4,455913.0,R&B,R&B
Sean Kingston,Eenie Meenie,2020 Q4,455443.0,Unknown,Unknown
Ty Dolla $ign,Spicy (feat. Post Malone),2020 Q4,454886.0,Hip-Hop,Rap/Hip-Hop
Headie One,Bumpy Ride (feat. M Huncho),2020 Q4,451691.0,Drill,Rap/Hip-Hop
YUNGBLUD,acting like that (feat. Machine Gun Kelly),2020 Q4,449229.0,Rock,Rock/Punk/Metal
Dua Lipa,Levitating (feat. DaBaby),2020 Q4,444945.0,Pop,Pop
Little Mix,Nothing But My Feelings,2020 Q4,443440.0,Pop,Pop
Little Mix,Not a Pop Song,2020 Q4,437402.0,Pop,Pop
dutchavelli,I’ll Call You Back,2020 Q4,435310.0,Drill,Rap/Hip-Hop
21 Savage,Many Men,2020 Q4,434624.0,Hip-Hop,Rap/Hip-Hop
Royal Blood,Trouble’s Coming,2020 Q4,434039.0,Rock,Rock/Punk/Metal
dutchavelli,Only If You Knew,2020 Q4,432664.0,Drill,Rap/Hip-Hop
Joji,Gimme Love,2020 Q4,432285.0,Electronic,Electronic
24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",2020 Q4,430915.0,Pop,Pop
Kid Cudi,She Knows This,2020 Q4,429147.0,R&B,R&B
Ray Parker Jr.,Ghostbusters,2020 Q4,426621.0,R&B,R&B
Bugzy Malone,Don't Cry,2020 Q4,424233.0,Grime,Electronic
Giggs,Buff Baddies,2020 Q4,423822.0,Grime,Electronic
Headie One,F U Pay Me,2020 Q4,422183.0,Drill,Rap/Hip-Hop
Chip,Flowers,2020 Q4,421636.0,Chill,Chill
Headie One,Everything Nice (feat. Haile),2020 Q4,420593.0,Drill,Rap/Hip-Hop
BTS,Fly To My Room,2020 Q4,417835.0,K-Pop,K-Pop
Digga D,Daily Duppy - Part 2,2020 Q4,416867.0,Drill,Rap/Hip-Hop
dutchavelli,Kaka,2020 Q4,409988.0,Drill,Rap/Hip-Hop
Miley Cyrus,WTF Do I Know,2020 Q4,409778.0,Rock,Rock/Punk/Metal
21 Savage,Slidin,2020 Q4,408885.0,Hip-Hop,Rap/Hip-Hop
Headie One,Five Figures,2020 Q4,407930.0,Drill,Rap/Hip-Hop
Studio Killers,Jenny (I Wanna Ruin Our Friendship),2020 Q4,406988.0,Electronic,Electronic
AC/DC,Highway to Hell,2020 Q4,403430.0,Rock,Rock/Punk/Metal
Yxng Bane,Cut Me Off (feat. D-Block Europe),2020 Q4,402864.0,Swing,Swing
BTS,Dis-ease,2020 Q4,402358.0,K-Pop,K-Pop
Machine Gun Kelly,drunk face,2020 Q4,401485.0,Punk,Rock/Punk/Metal
Little Mix,My Love Won't Let You Down,2020 Q4,401479.0,Pop,Pop
Bryson Tiller,Always Forever,2020 Q4,399926.0,R&B,R&B
Not3s,One More Time (feat. AJ Tracey),2020 Q4,399468.0,Swing,Swing
BTS,Telepathy,2020 Q4,399397.0,K-Pop,K-Pop
Baccara,"Yes Sir, I Can Boogie",2020 Q4,398823.0,Disco,Disco
BTS,Blue & Grey,2020 Q4,397067.0,K-Pop,K-Pop
Queen,Bohemian Rhapsody - Remastered 2011,2020 Q4,394756.0,Rock,Rock/Punk/Metal
Bryson Tiller,Years Go By,2020 Q4,392493.0,R&B,R&B
Joji,Your Man,2020 Q4,392057.0,Indie,Indie
Little Mix,Rendezvous,2020 Q4,391007.0,Pop,Pop
Yung Bleu,You’re Mines Still (feat. Drake),2020 Q4,388605.0,Unknown,Unknown
Headie One,Mainstream,2020 Q4,388506.0,Drill,Rap/Hip-Hop
Doja Cat,Say So,2020 Q4,388338.0,R&B,R&B
The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",2020 Q4,386982.0,Hip-Hop,Rap/Hip-Hop
WizKid,Ginger (feat. Burna Boy),2020 Q4,385995.0,Afrobeats,Afrobeats
Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),2020 Q4,384911.0,Country,Country
Liam Gallagher,All You're Dreaming Of,2020 Q4,383328.0,Pop,Pop
Little Mix,If You Want My Love,2020 Q4,382199.0,Pop,Pop
Morrisson,Bad Guy (feat. Loski),2020 Q4,382161.0,Drill,Rap/Hip-Hop
Dua Lipa,Fever,2020 Q4,378855.0,Pop,Pop
Joji,Ew,2020 Q4,378166.0,Indie,Indie
Sam Smith,Dancing With A Stranger (with Normani),2020 Q4,375540.0,Soft Pop,Pop
Joji,Daylight,2020 Q4,373030.0,R&B,R&B
Headie One,Breathing,2020 Q4,370749.0,Drill,Rap/Hip-Hop
Maluma,Hawái - Remix,2020 Q4,369954.0,Latin,Latin
Lil Tjay,Losses - Bonus,2020 Q4,367877.0,Drill,Rap/Hip-Hop
BTS,Stay,2020 Q4,367020.0,K-Pop,K-Pop
Little Mix,Breathe,2020 Q4,366299.0,Pop,Pop
NSG,Kate Winslet (feat. Unknown T),2020 Q4,366097.0,Swing,Swing
D-Block Europe,Shame On Me,2020 Q4,365962.0,Grime,Electronic
M Huncho,Louis Vuitton/Lost Hope,2020 Q4,365884.0,Grime,Electronic
The Plug,Curvy,2020 Q4,361160.0,Grime,Electronic
Taylor Swift,exile (feat. Bon Iver),2020 Q4,360241.0,Folk,Folk
Young T & Bugsey,Don't Rush (feat. Headie One),2020 Q4,359172.0,Rap,Rap/Hip-Hop
D-Block Europe,Destiny,2020 Q4,358068.0,Grime,Electronic
Ariana Grande,7 rings,2020 Q4,356138.0,Pop,Pop
The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),2020 Q4,356053.0,Hip-Hop,Rap/Hip-Hop
Beyoncé,Savage Remix (feat. Beyoncé),2020 Q4,355857.0,Pop,Pop
D-Block Europe,Top Thai,2020 Q4,355289.0,Grime,Electronic
Joji,MODUS,2020 Q4,353676.0,Hip-Hop,Rap/Hip-Hop
Billie Eilish,my future,2020 Q4,353317.0,Pop,Pop
BLACKPINK,Ice Cream (with Selena Gomez),2020 Q4,352941.0,K-Pop,K-Pop
Adele,Someone Like You,2020 Q4,352282.0,Soul,Soul
Marshmello,OK Not To Be OK,2020 Q4,350573.0,Edm,Electronic
Justin Timberlake,Mirrors,2020 Q4,348418.0,Pop,Pop
BLACKPINK,Pretty Savage,2020 Q4,348107.0,K-Pop,K-Pop
Sam Smith,Kids Again,2020 Q4,347249.0,Soft Pop,Pop
Foster The People,Pumped Up Kicks,2020 Q4,346755.0,Rock,Rock/Punk/Metal
Machine Gun Kelly,all I know (feat. Trippie Redd),2020 Q4,346412.0,Punk,Rock/Punk/Metal
Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",2020 Q4,345587.0,Hip-Hop,Rap/Hip-Hop
Little Mix,Happiness,2020 Q4,343943.0,Pop,Pop
Bring Me The Horizon,Ludens,2020 Q4,343862.0,Metal,Rock/Punk/Metal
Sam Feldt,Post Malone (feat. RANI),2020 Q4,343279.0,House,Dance/House
SL,Excuse Me (feat. Unknown T),2020 Q4,342593.0,Drill,Rap/Hip-Hop
Machine Gun Kelly,kiss kiss,2020 Q4,341307.0,Punk,Rock/Punk/Metal
Rihanna,Disturbia,2020 Q4,341225.0,Pop,Pop
Bryson Tiller,Inhale,2020 Q4,341112.0,R&B,R&B
Sam Smith,How Do You Sleep?,2020 Q4,341036.0,Soul,Soul
Headie One,Try Me (feat. Skepta),2020 Q4,340137.0,Drill,Rap/Hip-Hop
Internet Money,Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],2020 Q4,340037.0,Hip-Hop,Rap/Hip-Hop
Machine Gun Kelly,title track,2020 Q4,339925.0,Punk,Rock/Punk/Metal
M Huncho,PMW,2020 Q4,338241.0,Grime,Electronic
Sam Smith,My Oasis (feat. Burna Boy),2020 Q4,337780.0,Soft Pop,Pop
Jack Harlow,Tyler Herro,2020 Q4,337486.0,Rap,Rap/Hip-Hop
MEDUZA,Lose Control,2020 Q4,334258.0,House,Dance/House
TOTO,Africa,2020 Q4,333759.0,Rock,Rock/Punk/Metal
"Earth, Wind & Fire",September,2020 Q4,331489.0,Disco,Disco
Swarmz,How Do You Want It (feat. Krept & Konan and Bandokay),2020 Q4,330259.0,Grime,Electronic
Young T & Bugsey,Strike a Pose (feat. Aitch),2020 Q4,329643.0,Rap,Rap/Hip-Hop
Olivia Rodrigo,drivers license,2021 Q1,39954266.0,Pop,Pop
The Kid LAROI,WITHOUT YOU,2021 Q1,20299175.0,Pop,Pop
Anne-Marie,Don't Play,2021 Q1,16492012.0,Pop,Pop
Tiësto,The Business,2021 Q1,15993114.0,Edm,Electronic
MEDUZA,Paradise (feat. Dermot Kennedy),2021 Q1,15250980.0,Electronic,Electronic
The Weeknd,Blinding Lights,2021 Q1,15170568.0,R&B,R&B
Joel Corry,Head & Heart (feat. MNEK),2021 Q1,15079996.0,Dance,Dance/House
24kGoldn,Mood (feat. iann dior),2021 Q1,14199153.0,Pop,Pop
SZA,Good Days,2021 Q1,14014253.0,R&B,R&B
Lil Tjay,Calling My Phone,2021 Q1,13966722.0,Drill,Rap/Hip-Hop
Doja Cat,Streets,2021 Q1,13428511.0,R&B,R&B
Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",2021 Q1,13261385.0,Hip-Hop,Rap/Hip-Hop
Pop Smoke,What You Know Bout Love,2021 Q1,12983159.0,Drill,Rap/Hip-Hop
Ariana Grande,positions,2021 Q1,12279358.0,Pop,Pop
Dua Lipa,Levitating (feat. DaBaby),2021 Q1,12244367.0,Pop,Pop
Ariana Grande,34+35,2021 Q1,11923930.0,Pop,Pop
Little Mix,Sweet Melody,2021 Q1,11842469.0,Pop,Pop
The Weeknd,Save Your Tears,2021 Q1,11805635.0,R&B,R&B
Justin Bieber,Anyone,2021 Q1,11702214.0,Pop,Pop
Shane Codd,Get Out My Head,2021 Q1,11670289.0,Electronic,Electronic
Tate McRae,you broke me first,2021 Q1,11064773.0,Electronic,Electronic
Nathan Evans,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,2021 Q1,11016490.0,Unknown,Unknown
HVME,Goosebumps,2021 Q1,10777325.0,House,Dance/House
Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,2021 Q1,10370055.0,House,Dance/House
Glass Animals,Heat Waves,2021 Q1,10275549.0,Electronic,Electronic
A1 x J1,Latest Trends,2021 Q1,10213054.0,Drill,Rap/Hip-Hop
Ed Sheeran,Afterglow,2021 Q1,10056133.0,Soft Pop,Pop
Miley Cyrus,Prisoner (feat. Dua Lipa),2021 Q1,10040791.0,Rock,Rock/Punk/Metal
Lewis Capaldi,Someone You Loved,2021 Q1,9895614.0,Pop,Pop
CJ,Whoopty,2021 Q1,9865378.0,Latin,Latin
Central Cee,Loading,2021 Q1,9176194.0,Drill,Rap/Hip-Hop
Cardi B,WAP (feat. Megan Thee Stallion),2021 Q1,8923490.0,Rap,Rap/Hip-Hop
The Killers,Mr. Brightside,2021 Q1,8896088.0,Indie,Indie
Fredo,Money Talks (feat. Dave),2021 Q1,8845550.0,Drill,Rap/Hip-Hop
Harry Styles,Watermelon Sugar,2021 Q1,8778276.0,Pop,Pop
Wes Nelson,See Nobody,2021 Q1,8676463.0,Hip-Hop,Rap/Hip-Hop
DaBaby,ROCKSTAR (feat. Roddy Ricch),2021 Q1,8572253.0,Rap,Rap/Hip-Hop
Billie Eilish,Therefore I Am,2021 Q1,8421226.0,Electronic,Electronic
Harry Styles,Golden,2021 Q1,8290372.0,Pop,Pop
Juice WRLD,Wishing Well,2021 Q1,8185798.0,Rap,Rap/Hip-Hop
Juice WRLD,Lucid Dreams,2021 Q1,8128252.0,Rap,Rap/Hip-Hop
KSI,Really Love (feat. Craig David & Digital Farm Animals),2021 Q1,8121260.0,Pop,Pop
The Neighbourhood,Sweater Weather,2021 Q1,7697152.0,Rock,Rock/Punk/Metal
Arctic Monkeys,Why'd You Only Call Me When You're High?,2021 Q1,7684768.0,Indie,Indie
Paul Woolford,Looking for Me,2021 Q1,7575863.0,Unknown,Unknown
James Arthur,Train Wreck,2021 Q1,7571366.0,Soft Pop,Pop
Pop Smoke,For The Night (feat. Lil Baby & DaBaby),2021 Q1,7545325.0,Drill,Rap/Hip-Hop
Juice WRLD,Robbery,2021 Q1,7428906.0,Rap,Rap/Hip-Hop
Taylor Swift,willow,2021 Q1,7397453.0,Pop,Pop
ATB,Your Love (9PM),2021 Q1,7354510.0,Edm,Electronic
Pop Smoke,Mood Swings (feat. Lil Tjay),2021 Q1,7231586.0,Drill,Rap/Hip-Hop
Cardi B,Up,2021 Q1,7136329.0,Rap,Rap/Hip-Hop
Fleetwood Mac,Dreams - 2004 Remaster,2021 Q1,7128812.0,Rock,Rock/Punk/Metal
SAINt JHN,Roses - Imanbek Remix,2021 Q1,7086459.0,Electronic,Electronic
Arctic Monkeys,Do I Wanna Know?,2021 Q1,6983826.0,Indie,Indie
Headie One,Ain't It Different (feat. AJ Tracey & Stormzy),2021 Q1,6877944.0,Drill,Rap/Hip-Hop
Lewis Capaldi,Before You Go,2021 Q1,6831676.0,Pop,Pop
Nathan Dawe,Lighter (feat. KSI),2021 Q1,6657722.0,Dance,Dance/House
Wilbur Soot,Your New Boyfriend,2021 Q1,6619883.0,Unknown,Unknown
Juice WRLD,All Girls Are The Same,2021 Q1,6593472.0,Rap,Rap/Hip-Hop
Dave,Location (feat. Burna Boy),2021 Q1,6509077.0,Grime,Electronic
Nathan Dawe,No Time For Tears,2021 Q1,6500482.0,Electronic,Electronic
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2021 Q1,6416011.0,Hip-Hop,Rap/Hip-Hop
Tones And I,Dance Monkey,2021 Q1,6407954.0,Dance,Dance/House
BANNERS,Someone To You,2021 Q1,6327134.0,Pop,Pop
Drake,Laugh Now Cry Later (feat. Lil Durk),2021 Q1,6278458.0,Rap,Rap/Hip-Hop
Harry Styles,Falling,2021 Q1,6217401.0,Pop,Pop
Dua Lipa,Don't Start Now,2021 Q1,6216041.0,Pop,Pop
Polo G,Martin & Gina,2021 Q1,6192484.0,Hip-Hop,Rap/Hip-Hop
Jason Derulo,Take You Dancing,2021 Q1,6123456.0,Dance,Dance/House
Lil Nas X,HOLIDAY,2021 Q1,6027344.0,Christmas,Christmas
Lady Gaga,Rain On Me (with Ariana Grande),2021 Q1,6022418.0,Pop,Pop
Fumez The Engineer,A92 x Fumez The Engineer - Plugged In Freestyle,2021 Q1,5885394.0,Drill,Rap/Hip-Hop
Saweetie,Best Friend (feat. Doja Cat),2021 Q1,5863879.0,Rap,Rap/Hip-Hop
Conan Gray,Heather,2021 Q1,5827643.0,Pop,Pop
Vance Joy,Riptide,2021 Q1,5816800.0,Rock,Rock/Punk/Metal
Sigala,Lasting Lover,2021 Q1,5783949.0,Dance,Dance/House
D-Block Europe,UFO,2021 Q1,5755973.0,Grime,Electronic
Mother Mother,Hayloft,2021 Q1,5693637.0,Indie,Indie
Lil Tjay,F.N,2021 Q1,5660493.0,Drill,Rap/Hip-Hop
Pop Smoke,Dior,2021 Q1,5564468.0,Drill,Rap/Hip-Hop
Harry Styles,Adore You,2021 Q1,5549325.0,Pop,Pop
Lil Mosey,Blueberry Faygo,2021 Q1,5540280.0,Rap,Rap/Hip-Hop
James Arthur,Say You Won't Let Go,2021 Q1,5523026.0,R&B,R&B
Coldplay,Yellow,2021 Q1,5449346.0,Rock,Rock/Punk/Metal
Hozier,Take Me To Church,2021 Q1,5434505.0,Pop,Pop
Lewis Capaldi,Bruises,2021 Q1,5433515.0,Pop,Pop
Jax Jones,i miss u (with Au/Ra),2021 Q1,5409863.0,Electronic,Electronic
The Neighbourhood,Daddy Issues,2021 Q1,5329465.0,Indie,Indie
Justin Bieber,Holy (feat. Chance The Rapper),2021 Q1,5320340.0,Chill,Chill
Jawsh 685,Savage Love (Laxed - Siren Beat),2021 Q1,5314268.0,Unknown,Unknown
Juice WRLD,Come & Go (with Marshmello),2021 Q1,5197355.0,Rap,Rap/Hip-Hop
Powfu,death bed (coffee for your head),2021 Q1,5140389.0,Rock,Rock/Punk/Metal
Miley Cyrus,Midnight Sky,2021 Q1,5110242.0,Country,Country
AJ Tracey,West Ten,2021 Q1,5091721.0,Grime,Electronic
Toploader,Dancing in the Moonlight,2021 Q1,5084547.0,Pop,Pop
Eminem,Godzilla (feat. Juice WRLD),2021 Q1,5074346.0,Rap,Rap/Hip-Hop
XXXTENTACION,Jocelyn Flores,2021 Q1,5038769.0,Rock,Rock/Punk/Metal
Masked Wolf,Astronaut In The Ocean,2021 Q1,5011316.0,Rap,Rap/Hip-Hop
Topic,Breaking Me,2021 Q1,5000828.0,Dance,Dance/House
DJ Khaled,GREECE (feat. Drake),2021 Q1,4999395.0,Hip-Hop,Rap/Hip-Hop
Arctic Monkeys,505,2021 Q1,4963392.0,Indie,Indie
Lady Gaga,Shallow,2021 Q1,4960258.0,Pop,Pop
Post Malone,Circles,2021 Q1,4957769.0,Pop,Pop
BTS,Dynamite,2021 Q1,4925405.0,K-Pop,K-Pop
S1mba,Rover (feat. DTG),2021 Q1,4925161.0,Swing,Swing
Chris Brown,Go Crazy,2021 Q1,4912612.0,R&B,R&B
MKTO,Classic,2021 Q1,4884738.0,Pop,Pop
Travis Scott,goosebumps,2021 Q1,4833404.0,Rap,Rap/Hip-Hop
Billie Eilish,lovely (with Khalid),2021 Q1,4819293.0,Indie,Indie
Roddy Ricch,The Box,2021 Q1,4819127.0,Rap,Rap/Hip-Hop
CJ,Whoopty,2021 Q1,4806892.0,Latin,Latin
Dermot Kennedy,Giants,2021 Q1,4800202.0,Pop,Pop
Joel Corry,Lonely,2021 Q1,4793525.0,Dance,Dance/House
Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),2021 Q1,4790540.0,Pop,Pop
Joel Corry,BED,2021 Q1,4784843.0,Dance,Dance/House
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2021 Q1,4783651.0,Soul,Soul
Navos,Believe Me,2021 Q1,4694090.0,House,Dance/House
Nirvana,Smells Like Teen Spirit,2021 Q1,4637638.0,Rock,Rock/Punk/Metal
Yung Bleu,You’re Mines Still (feat. Drake),2021 Q1,4635377.0,Unknown,Unknown
Fleetwood Mac,The Chain - 2004 Remaster,2021 Q1,4619442.0,Rock,Rock/Punk/Metal
Billie Eilish,bad guy,2021 Q1,4582701.0,Pop,Pop
Tame Impala,The Less I Know The Better,2021 Q1,4559404.0,Rock,Rock/Punk/Metal
Dean Lewis,Be Alright,2021 Q1,4531867.0,Pop,Pop
Fleetwood Mac,Go Your Own Way - 2004 Remaster,2021 Q1,4478298.0,Rock,Rock/Punk/Metal
AJ Tracey,Ladbroke Grove,2021 Q1,4477921.0,Grime,Electronic
Fleetwood Mac,Everywhere - 2017 Remaster,2021 Q1,4474998.0,Rock,Rock/Punk/Metal
The Kid LAROI,SO DONE,2021 Q1,4466161.0,Pop,Pop
Imagine Dragons,Believer,2021 Q1,4453766.0,Indie,Indie
Stormzy,Own It (feat. Ed Sheeran & Burna Boy),2021 Q1,4448979.0,Grime,Electronic
Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),2021 Q1,4444630.0,Drill,Rap/Hip-Hop
Ryn Weaver,Pierre,2021 Q1,4402831.0,Indie,Indie
J. Cole,No Role Modelz,2021 Q1,4359516.0,Hip-Hop,Rap/Hip-Hop
John Legend,All of Me,2021 Q1,4343726.0,R&B,R&B
Journey,Don't Stop Believin',2021 Q1,4327090.0,Rock,Rock/Punk/Metal
The Lumineers,Ophelia,2021 Q1,4317177.0,Rock,Rock/Punk/Metal
Avicii,Wake Me Up,2021 Q1,4299779.0,House,Dance/House
Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy),2021 Q1,4293322.0,Drill,Rap/Hip-Hop
Nelly Furtado,Promiscuous,2021 Q1,4261798.0,Pop,Pop
Central Cee,Commitment Issues,2021 Q1,4257011.0,Drill,Rap/Hip-Hop
The Kooks,Naive,2021 Q1,4228167.0,Indie,Indie
Dua Lipa,We're Good,2021 Q1,4222858.0,Pop,Pop
Travis Scott,Goosebumps - Remix,2021 Q1,4202519.0,Rap,Rap/Hip-Hop
Clean Bandit,Tick Tock (feat. 24kGoldn),2021 Q1,4116745.0,Dance,Dance/House
Future,Life Is Good (feat. Drake),2021 Q1,4096259.0,Rap,Rap/Hip-Hop
Duncan Laurence,Arcade,2021 Q1,4088925.0,Pop,Pop
AJ Tracey,Dinner Guest (feat. MoStack),2021 Q1,4052796.0,Grime,Electronic
Digga D,Bringing It Back,2021 Q1,4046280.0,Drill,Rap/Hip-Hop
Wilkinson,Afterglow,2021 Q1,4018752.0,Edm,Electronic
Lewis Capaldi,Hold Me While You Wait,2021 Q1,3940297.0,Pop,Pop
Passenger,Let Her Go,2021 Q1,3900531.0,Folk,Folk
Snow Patrol,Chasing Cars,2021 Q1,3869511.0,Rock,Rock/Punk/Metal
Arctic Monkeys,When The Sun Goes Down,2021 Q1,3860070.0,Indie,Indie
Ava Max,My Head & My Heart,2021 Q1,3745763.0,Pop,Pop
Drake,What’s Next,2021 Q1,3640492.0,Rap,Rap/Hip-Hop
Machine Gun Kelly,my ex's best friend (with blackbear),2021 Q1,3635855.0,Rock,Rock/Punk/Metal
Drake,Lemon Pepper Freestyle (feat. Rick Ross),2021 Q1,3578438.0,Rap,Rap/Hip-Hop
XXXTENTACION,SAD!,2021 Q1,3506296.0,Rock,Rock/Punk/Metal
Arctic Monkeys,Fluorescent Adolescent,2021 Q1,3493491.0,Indie,Indie
Digga D,Bringing It Back,2021 Q1,3405639.0,Drill,Rap/Hip-Hop
Fredo,Burner on Deck (feat. Pop Smoke & Young Adz),2021 Q1,3345043.0,Drill,Rap/Hip-Hop
KSI,Patience (feat. YUNGBLUD & Polo G),2021 Q1,3344762.0,Disco,Disco
Drake,Wants and Needs (feat. Lil Baby),2021 Q1,3292475.0,Rap,Rap/Hip-Hop
Aitch,Rain,2021 Q1,3253294.0,Grime,Electronic
Kali Uchis,telepatía,2021 Q1,3204554.0,R&B,R&B
Kings of Leon,Sex on Fire,2021 Q1,3187680.0,Rock,Rock/Punk/Metal
Oasis,Wonderwall,2021 Q1,3186587.0,Indie,Indie
Nathan Evans,Wellerman - Sea Shanty,2021 Q1,3172193.0,Unknown,Unknown
Queen,Bohemian Rhapsody - Remastered 2011,2021 Q1,3162015.0,Rock,Rock/Punk/Metal
Queen,Don't Stop Me Now - Remastered 2011,2021 Q1,3158721.0,Rock,Rock/Punk/Metal
Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",2021 Q1,3139773.0,Musicals,Musicals
Fredo,Ready (feat. Summer Walker),2021 Q1,3067828.0,Drill,Rap/Hip-Hop
The Kooks,She Moves In Her Own Way,2021 Q1,3054451.0,Indie,Indie
Pop Smoke,Hello (feat. A Boogie Wit da Hoodie),2021 Q1,2951050.0,Drill,Rap/Hip-Hop
Central Cee,Commitment Issues,2021 Q1,2944057.0,Drill,Rap/Hip-Hop
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,2021 Q1,2910919.0,Hip-Hop,Rap/Hip-Hop
Rudimental,"Be the One (feat. MORGAN, Digga D & TIKE)",2021 Q1,2856478.0,Edm,Electronic
Bruno Mars,Leave The Door Open,2021 Q1,2851411.0,Soul,Soul
The Kid LAROI,GO (feat. Juice WRLD),2021 Q1,2818505.0,Hip-Hop,Rap/Hip-Hop
Travis Scott,HIGHEST IN THE ROOM,2021 Q1,2812670.0,Rap,Rap/Hip-Hop
Ritt Momney,Put Your Records On,2021 Q1,2805503.0,Pop,Pop
Tom Odell,Another Love,2021 Q1,2732114.0,Indie,Indie
George Ezra,Shotgun,2021 Q1,2687111.0,Rock,Rock/Punk/Metal
Juice WRLD,Reminds Me Of You,2021 Q1,2654729.0,Rap,Rap/Hip-Hop
Justin Bieber,Lonely (with benny blanco),2021 Q1,2631180.0,Pop,Pop
Giveon,Heartbreak Anniversary,2021 Q1,2587802.0,R&B,R&B
Oasis,Wonderwall - Remastered,2021 Q1,2534824.0,Pop,Pop
Shawn Mendes,Wonder,2021 Q1,2524174.0,Pop,Pop
RAYE,Regardless,2021 Q1,2509024.0,Pop,Pop
Electric Light Orchestra,Mr. Blue Sky,2021 Q1,2486475.0,Rock,Rock/Punk/Metal
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),2021 Q1,2466552.0,R&B,R&B
Ed Sheeran,Shape of You,2021 Q1,2465235.0,Pop,Pop
Ed Sheeran,Perfect,2021 Q1,2398670.0,Pop,Pop
