,Song ID,Spotify URI,Song Title,Performer,Region,Quarter,Quarterly Streams,Best Quarterly Position,Peak Position,Worst Position,Time On Chart,Consecutive Weeks,Instance,Previous Week,Chart URL
5048,Mary's Boy Child / Oh My LordBoney M.,6YnzBV7YkaXZNCK3tlnCfg,Mary's Boy Child / Oh My Lord,Boney M.,gb,2016 Q4,1033984,38,38,38,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7623,StarvingHailee Steinfeld,1qOLh0tI7trd1zdDKxYZTe,Starving,Hailee Steinfeld,gb,2016 Q4,991885,39,39,39,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8961,When Christmas Comes AroundMatt Terry,3HgmWNk2YBRfh4NSdrCce2,When Christmas Comes Around,Matt Terry,gb,2016 Q4,975274,40,40,40,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
5092,MercyShawn Mendes,4TZy1wLyHec06pwgFYDh1a,Mercy,Shawn Mendes,gb,2016 Q4,958439,41,41,41,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4489,Let Me Love YouDJ Snake,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,gb,2016 Q4,951780,42,42,42,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4134,Jingle Bell RockBobby Helms,1cImYkHOQMFE7AZC9aOk4y,Jingle Bell Rock,Bobby Helms,gb,2016 Q4,951774,43,43,43,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
6906,Santa Baby (with Henri René & His Orchestra)Eartha Kitt,1foCxQtxBweJtZmdxhEHVO,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,gb,2016 Q4,939901,44,44,44,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7318,Side To SideAriana Grande,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,gb,2016 Q4,936287,45,45,45,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
9323,You Want Me (feat. Sadie Ama)Tom Zanetti,4xX7OsX8XTGWJgRxNNIaFT,You Want Me (feat. Sadie Ama),Tom Zanetti,gb,2016 Q4,923987,46,46,46,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7393,Sleigh RidePhil Spector,7wiESxCGoUkRdgZF2JOLZu,Sleigh Ride,Phil Spector,gb,2016 Q4,915232,47,47,47,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4684,Lonely This ChristmasMud,0leIhGny91OrU4mjcshsjI,Lonely This Christmas,Mud,gb,2016 Q4,857022,48,48,48,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4832,Love Me NowJohn Legend,6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,gb,2016 Q4,849027,49,49,49,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8810,Water Under the BridgeAdele,4vb4mFvYsr2h6enhjJsq9Y,Water Under the Bridge,Adele,gb,2016 Q4,845748,50,50,50,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7685,Stop the CavalryJona Lewie,095XSaT8I2uI6Uldj2QrSl,Stop the Cavalry,Jona Lewie,gb,2016 Q4,830002,51,51,51,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4864,Love on MeGalantis,2MHCiOohBZEQuLgDTPvSzF,Love on Me,Galantis,gb,2016 Q4,827233,52,52,52,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7453,So GoodLouisa,20js7QbHkIuzrgecUTPfl7,So Good,Louisa,gb,2016 Q4,806657,53,53,53,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1522,Christmas (Baby Please Come Home)Darlene Love,46pF1zFimM582ss1PrMy68,Christmas (Baby Please Come Home),Darlene Love,gb,2016 Q4,803015,54,54,54,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
2603,Feliz NavidadJosé Feliciano,7taXf5odg9xCAZERYfyOkS,Feliz Navidad,José Feliciano,gb,2016 Q4,770508,55,55,55,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
5717,Now and LaterSage The Gemini,08WPvDEsHvTFuB9w8tC2OS,Now and Later,Sage The Gemini,gb,2016 Q4,766640,56,56,56,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
69,2000 Miles - 2007 RemasterPretenders,5wTM2Bm8phDwHAuOsfBwhU,2000 Miles - 2007 Remaster,Pretenders,gb,2016 Q4,753723,57,57,57,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1058,Blue ChristmasElvis Presley,3QiAAp20rPC3dcAtKtMaqQ,Blue Christmas,Elvis Presley,gb,2016 Q4,724943,58,58,58,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4466,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)Frank Sinatra,7inXu0Eaeg02VsM8kHNvzM,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,gb,2016 Q4,717612,59,59,59,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
5399,My WayCalvin Harris,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,gb,2016 Q4,713158,60,60,60,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3630,I Believe in Father ChristmasGreg Lake,3otFFNky9Zk4abwMbvBFNl,I Believe in Father Christmas,Greg Lake,gb,2016 Q4,706876,61,61,61,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8119,The Christmas Song (Merry Christmas To You)Nat King Cole,5humEOJehpAwMJEJmb0JJ2,The Christmas Song (Merry Christmas To You),Nat King Cole,gb,2016 Q4,691943,62,62,62,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
316,After the Afterparty (feat. Lil Yachty)Charli XCX,0y8Wf6ltWpGCpgqVa21QNX,After the Afterparty (feat. Lil Yachty),Charli XCX,gb,2016 Q4,682186,63,63,63,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
6915,Santa BabyKylie Minogue,2SBr3MK1sdMs8IxdRcN6qz,Santa Baby,Kylie Minogue,gb,2016 Q4,664743,64,64,64,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3989,In the Name of LoveMartin Garrix,04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,gb,2016 Q4,651837,65,65,65,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
458,All We KnowThe Chainsmokers,2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,gb,2016 Q4,630068,66,66,66,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1542,Christmas Lights - Live from Spotify LondonColdplay,4QVdnpSO5JGMFOEl6ys4RQ,Christmas Lights - Live from Spotify London,Coldplay,gb,2016 Q4,629000,67,67,67,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1402,Carol of the BellsMykola Dmytrovych Leontovych,4tHqQMWSqmL6YjXwsqthDI,Carol of the Bells,Mykola Dmytrovych Leontovych,gb,2016 Q4,610656,68,68,68,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
6925,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975Bruce Springsteen",6s2wpWPFPAgKg2LXxi1Oee,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,gb,2016 Q4,608446,69,69,69,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8506,Treat You BetterShawn Mendes,4Hf7WnR761jpxPr5D46Bcd,Treat You Better,Shawn Mendes,gb,2016 Q4,606118,70,70,70,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7636,Stay Another DayEast 17,0QIgxEydF4mfYc9qraBzqT,Stay Another Day,East 17,gb,2016 Q4,605912,71,71,71,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8583,Underneath the TreeKelly Clarkson,3nAp4IvdMPPWEH9uuXFFV5,Underneath the Tree,Kelly Clarkson,gb,2016 Q4,603096,72,72,72,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7083,September SongJP Cooper,0FuTx2s3YH1ppmtiM6l0zI,September Song,JP Cooper,gb,2016 Q4,596816,73,73,73,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1930,Deja VuJ. Cole,6I6NX6tjGsxFAsIfGzY9lJ,Deja Vu,J. Cole,gb,2016 Q4,596580,74,74,74,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
2102,Don't Let Me Down (feat. Daya)The Chainsmokers,0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down (feat. Daya),The Chainsmokers,gb,2016 Q4,596545,75,75,75,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3356,HeathensTwenty One Pilots,6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,gb,2016 Q4,576324,76,76,76,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
2499,Faith - RemasteredGeorge Michael,0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,George Michael,gb,2016 Q4,574295,77,77,77,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8451,Too GoodDrake,11KJSRSgaDxqydKYiD2Jew,Too Good,Drake,gb,2016 Q4,560976,78,78,78,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1730,ControllaDrake,6F609ICg9Spjrw1epsAnpa,Controlla,Drake,gb,2016 Q4,559332,79,79,79,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7237,Shed a LightRobin Schulz,1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,gb,2016 Q4,558060,80,80,80,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1295,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")Justin Timberlake",6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,gb,2016 Q4,554894,81,81,81,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
715,Bad Things (with Camila Cabello)Machine Gun Kelly,1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello),Machine Gun Kelly,gb,2016 Q4,553369,82,82,82,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
6088,Party MonsterThe Weeknd,4F7A0DXBrmUAkp32uenhZt,Party Monster,The Weeknd,gb,2016 Q4,548402,83,83,83,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3288,Have Yourself A Merry Little ChristmasSam Smith,7Hz6LLOVxrojLPIHJJ1S0E,Have Yourself A Merry Little Christmas,Sam Smith,gb,2016 Q4,539897,84,84,84,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
6949,Santa Tell MeAriana Grande,1ADjWm8QNhgNV8yCNNgQ1T,Santa Tell Me,Ariana Grande,gb,2016 Q4,533469,85,85,85,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
5769,Oh LordMiC LOWRY,1sTUEdVO85YU8Ymk2jeAls,Oh Lord,MiC LOWRY,gb,2016 Q4,524141,86,86,86,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4868,Love$ick (feat. A$AP Rocky)Mura Masa,7Kq16WtEJzdRSNQgdXsn7Y,Love$ick (feat. A$AP Rocky),Mura Masa,gb,2016 Q4,516578,87,87,87,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3501,Holly Jolly ChristmasMichael Bublé,6tjituizSxwSmBB5vtgHZE,Holly Jolly Christmas,Michael Bublé,gb,2016 Q4,516541,88,88,88,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
5177,MistletoeJustin Bieber,32OWobmyAz8J2qA8iWekyS,Mistletoe,Justin Bieber,gb,2016 Q4,510739,89,89,89,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
5596,No LieSean Paul,3cFsmM51N5zMAuu1nNY4Tw,No Lie,Sean Paul,gb,2016 Q4,510061,90,90,90,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
414,All I Want for Christmas Is YouMichael Bublé,0xPaZrF25ltzvz1a2Pm5DQ,All I Want for Christmas Is You,Michael Bublé,gb,2016 Q4,508192,91,91,91,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8113,The Christmas Song (Chestnuts Roasting On an Open Fire)Mel Tormé,6pyIRpxFSGo6iYIwRtj4xG,The Christmas Song (Chestnuts Roasting On an Open Fire),Mel Tormé,gb,2016 Q4,500724,92,92,92,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8999,White Christmas (with Shania Twain)Michael Bublé,2gbCG4Rt9984UZ7Tc0dIFd,White Christmas (with Shania Twain),Michael Bublé,gb,2016 Q4,496587,93,93,93,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1399,Careless WhisperGeorge Michael,2R7858bg0GHuBBxjTyOL7N,Careless Whisper,George Michael,gb,2016 Q4,493960,94,94,94,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8980,When a Child Is Born (Soleado) (feat. Johnny Mathis)Gladys Knight & The Pips,6qPI3aH7jpx8dQ6UwQ2dX4,When a Child Is Born (Soleado) (feat. Johnny Mathis),Gladys Knight & The Pips,gb,2016 Q4,481892,95,95,95,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4075,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)Perry Como,6IeK3Ap5m3HabwJxgI6eSE,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,gb,2016 Q4,475570,96,96,96,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
187,8 Days of ChristmasDestiny's Child,3WrG9BpOPQWUus3FjA1Tny,8 Days of Christmas,Destiny's Child,gb,2016 Q4,474461,97,97,97,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4619,Little Saint Nick - 1991 RemixThe Beach Boys,5xlS0QkVrSH7ssEbBgBzbM,Little Saint Nick - 1991 Remix,The Beach Boys,gb,2016 Q4,472598,98,98,98,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1645,Cold December NightMichael Bublé,4FPrAERfkPKOBKrRoyuxLu,Cold December Night,Michael Bublé,gb,2016 Q4,471232,99,99,99,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
9278,You Don't Know Me - Radio EditJax Jones,00lNx0OcTJrS3MKHcB80HY,You Don't Know Me - Radio Edit,Jax Jones,gb,2016 Q4,468210,100,100,100,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
6939,Santa Claus Is Coming to TownMichael Bublé,5Ber68jZ7ytegr2UISEdb7,Santa Claus Is Coming to Town,Michael Bublé,gb,2016 Q4,467983,101,101,101,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
6781,Run Rudolph Run - Single VersionChuck Berry,2pnPe4pJtq7689i5ydzvJJ,Run Rudolph Run - Single Version,Chuck Berry,gb,2016 Q4,461966,102,102,102,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
642,Baby It's Cold Outside (duet with Michael Bublé)Idina Menzel,0Ie5uiv54KgCr7P4sYDTHl,Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,gb,2016 Q4,460403,103,103,103,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1851,Dancing On My OwnCalum Scott,02WacdrRpm4zlP8H7X6bnQ,Dancing On My Own,Calum Scott,gb,2016 Q4,446249,104,104,104,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
2811,Frosty the SnowmanThe Ronettes,7n5m8nDAnyXo81tr4B3Bcw,Frosty the Snowman,The Ronettes,gb,2016 Q4,443755,105,105,105,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7559,SorryJustin Bieber,69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,gb,2016 Q4,443194,106,106,106,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7545,Somewhere Only We KnowLily Allen,6MuPXPhS3MtWt9YTrQwqqC,Somewhere Only We Know,Lily Allen,gb,2016 Q4,436884,107,107,107,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
5321,Mr. BrightsideThe Killers,7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers,gb,2016 Q4,436311,108,108,108,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3951,In Dulce JubiloMike Oldfield,1liqdLIh1T4I3qpEOlRZ4k,In Dulce Jubilo,Mike Oldfield,gb,2016 Q4,430541,109,109,109,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8527,Trust Nobody (feat. Selena Gomez & Tory Lanez)Cashmere Cat,2wDjpPW3HZdA9quPPmZAMu,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,gb,2016 Q4,428427,110,110,110,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3770,I Took A Pill In Ibiza - Seeb RemixMike Posner,17Fd6Yb7mSbinKG8LoWfFl,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,gb,2016 Q4,426053,111,111,111,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4143,Jingle Bells (feat. The Puppini Sisters)Michael Bublé,4qBejt9FeqLI9blHI1Nq1x,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,gb,2016 Q4,421787,112,112,112,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
5931,OopsLittle Mix,37xcWhVKQ99uuiA5Y4yapi,Oops,Little Mix,gb,2016 Q4,417636,113,113,113,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4857,Love YourselfJustin Bieber,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,gb,2016 Q4,415183,114,114,114,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4127,Jingle Bell Rock - Daryl's VersionDaryl Hall & John Oates,6pVW5LRWgeLaHudxauOTJU,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,gb,2016 Q4,414825,115,115,115,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8342,This Is What You Came For (feat. Rihanna)Calvin Harris,0azC730Exh71aQlOt9Zj3y,This Is What You Came For (feat. Rihanna),Calvin Harris,gb,2016 Q4,413843,116,116,116,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1544,Christmas LightsColdplay,4fzyvSu73BhGvi96p2zwjL,Christmas Lights,Coldplay,gb,2016 Q4,404005,117,117,117,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1532,Christmas (Baby Please Come Home)Michael Bublé,66WPXyhXqMlkM1kZhyEXWK,Christmas (Baby Please Come Home),Michael Bublé,gb,2016 Q4,402600,118,118,118,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8760,Walking in the AirAled Jones,6ZJh9aWWT8dQK6xHfgxwey,Walking in the Air,Aled Jones,gb,2016 Q4,394666,119,119,119,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
2625,Find MeSigma,2Wr970IfovsSGnfkE08iMF,Find Me,Sigma,gb,2016 Q4,394410,120,120,120,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
1052,Blow Your Mind (Mwah)Dua Lipa,2eAAEa8pxKF7My0EO4rFgR,Blow Your Mind (Mwah),Dua Lipa,gb,2016 Q4,393297,121,121,121,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
6138,Perfect StrangersJonas Blue,5bZtRlMBU76vHuDOb1GM5u,Perfect Strangers,Jonas Blue,gb,2016 Q4,392878,122,122,122,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3566,"How Far I'll Go - From ""Moana""Alessia Cara",5hYTyyh2odQKphUbMqc5gN,"How Far I'll Go - From ""Moana""",Alessia Cara,gb,2016 Q4,391955,123,123,123,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
5171,Mistletoe and WineCliff Richard,3AgiRs3oxc2dFh0CPUHXJs,Mistletoe and Wine,Cliff Richard,gb,2016 Q4,389068,124,124,124,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7750,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)Lil Wayne",4dASQiO1Eoo3RJvt74FtXB,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,gb,2016 Q4,384860,125,125,125,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4470,Let It Snow! Let It Snow! Let It Snow!Dean Martin,2uFaJJtFpPDc5Pa95XzTvg,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,gb,2016 Q4,379377,126,126,126,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3290,Have Yourself a Merry Little ChristmasChristina Aguilera,0iV9yfj1knFNOSEiuTHZwl,Have Yourself a Merry Little Christmas,Christina Aguilera,gb,2016 Q4,378460,127,127,127,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
174,7 YearsLukas Graham,7129iqBafaphfc3WPCGC0L,7 Years,Lukas Graham,gb,2016 Q4,378045,128,128,128,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
5879,One More SleepLeona Lewis,78pn8k7RogKo2oxl0DyX6d,One More Sleep,Leona Lewis,gb,2016 Q4,374932,129,129,129,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
6933,Santa Claus Is Coming To TownThe Jackson 5,6a1hzBiTkgqTsDA0Xgfh9z,Santa Claus Is Coming To Town,The Jackson 5,gb,2016 Q4,374638,130,130,130,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3279,Have Yourself A Merry Little Christmas - RemasteredFrank Sinatra,2FPfeYlrbSBR8PwCU0zaqq,Have Yourself A Merry Little Christmas - Remastered,Frank Sinatra,gb,2016 Q4,373022,131,131,131,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
2396,EverglowColdplay,6aG68QSwv0hgNTq90I2GOE,Everglow,Coldplay,gb,2016 Q4,372437,132,132,132,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
9186,Work from Home (feat. Ty Dolla $ign)Fifth Harmony,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,gb,2016 Q4,369370,133,133,133,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3248,Happy Xmas (War Is Over)Céline Dion,1wur1SW656paPv7EyTqWu4,Happy Xmas (War Is Over),Céline Dion,gb,2016 Q4,368500,134,134,134,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
6722,Rockin’The Weeknd,36YCdzT57us0LhDmCYtrNE,Rockin’,The Weeknd,gb,2016 Q4,367593,135,135,135,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
3293,Have Yourself a Merry Little ChristmasMichael Bublé,1DnSNqCQM3LUxqFuXt184Q,Have Yourself a Merry Little Christmas,Michael Bublé,gb,2016 Q4,364157,136,136,136,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4557,Light It Up (feat. Nyla & Fuse ODG) - RemixMajor Lazer,0L7loeTIg6akW84aEQZpCT,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,gb,2016 Q4,363539,137,137,137,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
6534,RedboneChildish Gambino,3kxfsdsCpFgN412fpnW85Y,Redbone,Childish Gambino,gb,2016 Q4,363068,138,138,138,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
2772,Freedom! '90George Michael,1D6nV9TPfMnWm7UdVsDVfI,Freedom! '90,George Michael,gb,2016 Q4,362459,139,139,139,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
648,Baby It's Cold OutsideElla Fitzgerald,3Nx6iu7XpzWL1QMPRJKzqL,Baby It's Cold Outside,Ella Fitzgerald,gb,2016 Q4,361910,140,140,140,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
724,Bad and Boujee (feat. Lil Uzi Vert)Migos,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),Migos,gb,2016 Q4,359750,141,141,141,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7042,Scars To Your BeautifulAlessia Cara,0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,Alessia Cara,gb,2016 Q4,358311,142,142,142,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
7268,Should've Been MeNaughty Boy,4aiLpwwZw5Ek9KkBMnt6Zu,Should've Been Me,Naughty Boy,gb,2016 Q4,356626,143,143,143,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
4663,Lock DohGiggs,6dh1aHKIyvpcOHEPWokza3,Lock Doh,Giggs,gb,2016 Q4,355519,144,144,144,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8724,Wake Me Up Before You Go-GoWham!,0ikz6tENMONtK6qGkOrU3c,Wake Me Up Before You Go-Go,Wham!,gb,2016 Q4,355225,145,145,145,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
8322,This Girl (Kungs Vs. Cookin' On 3 Burners)Kungs,0tICYNayWWhH9GPeFrfjfD,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,gb,2016 Q4,354500,146,146,146,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
336,Ain't My FaultZara Larsson,0ADG9OgdVTL7fgREP75BrZ,Ain't My Fault,Zara Larsson,gb,2016 Q4,353076,147,147,147,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2016-12-29
