,Song ID,Spotify URI,Song Title,Performer,Region,Quarter,Quarterly Streams,Best Quarterly Position,Peak Position,Worst Position,Time On Chart,Consecutive Weeks,Instance,Previous Week,Chart URL
1773,Cry AloneLil Peep,4kQazx3VMaDKUG1IIaC94i,Cry Alone,Lil Peep,gb,2018 Q4,339063,190,190,190,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-11-15
4038,IrisThe Goo Goo Dolls,6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,gb,2018 Q4,338948,184,152,187,6,,5.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-18
53,17MK,15DwFznkBJir7AK9PyMyRR,17,MK,gb,2018 Q4,337796,179,9,195,55,54.0,1.0,162.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-04
4519,LevitateTwenty One Pilots,2uBhGx3m5iJrtsql8Qk00j,Levitate,Twenty One Pilots,gb,2018 Q4,337496,189,189,189,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-11
5870,One Last TimeAriana Grande,1CAksvEO6oRHd9bBKWAfuY,One Last Time,Ariana Grande,gb,2018 Q4,337451,194,9,196,54,,3.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-11-15
5516,New PatekLil Uzi Vert,0Fpen1PTuEnCmOJtUU9Iud,New Patek,Lil Uzi Vert,gb,2018 Q4,337052,180,104,180,2,1.0,1.0,104.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-04
5060,Maybe It's TimeBradley Cooper,6jMbPsH6lTOLs5n8Af26AG,Maybe It's Time,Bradley Cooper,gb,2018 Q4,337034,191,191,191,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-25
6184,Photographs (with Rag'n'Bone Man)Professor Green,1zKlT4kCuHmIj10cr0ZryI,Photographs (with Rag'n'Bone Man),Professor Green,gb,2018 Q4,336094,183,183,183,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-11-08
8774,WannabeSpice Girls,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,gb,2018 Q4,335995,197,197,197,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-11-15
1754,Crazy Little Thing Called Love - Remastered 2011Queen,6xdLJrVj4vIXwhuG8TMopk,Crazy Little Thing Called Love - Remastered 2011,Queen,gb,2018 Q4,330547,191,191,191,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-11-08
6752,Round Here (feat. Skrapz)WSTRN,2rX6qwJbQLfTc5sVPdzr39,Round Here (feat. Skrapz),WSTRN,gb,2018 Q4,326841,200,200,200,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-18
3807,I Want You to FreakRak-Su,62hK2OalNLhutnAShdq8nS,I Want You to Freak,Rak-Su,gb,2018 Q4,326583,196,196,196,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-11-08
2548,FamiliarLiam Payne,0Y4hwUppbGc8aIBmiTz30A,Familiar,Liam Payne,gb,2018 Q4,325470,188,23,188,24,23.0,1.0,166.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-04
7661,Stepping StoneEminem,60Z57Wdrn0pEVpHI7d7GAX,Stepping Stone,Eminem,gb,2018 Q4,324547,190,21,190,5,4.0,1.0,119.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-04
6675,River (feat. Ed Sheeran)Eminem,1cS0TgbR263ey9jn0MwD2s,River (feat. Ed Sheeran),Eminem,gb,2018 Q4,323728,191,1,191,42,41.0,1.0,175.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-04
5669,NormalEminem,0evt4UZbdhnHtcAnxkm6A1,Normal,Eminem,gb,2018 Q4,323200,192,18,192,5,4.0,1.0,121.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-04
4201,JumanjiB Young,4PzsYXrHh4r2BxtpNjtvoF,Jumanji,B Young,gb,2018 Q4,323120,193,17,193,40,39.0,1.0,177.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-04
2552,Famous (feat. Reginae Carter)Lil Wayne,05r1GGg1Rhs0RcUg27C82a,Famous (feat. Reginae Carter),Lil Wayne,gb,2018 Q4,317340,196,196,196,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-04
7316,Side Effects (feat. Emily Warren)The Chainsmokers,5hrXLJJrnKraxRQntH0Vv9,Side Effects (feat. Emily Warren),The Chainsmokers,gb,2018 Q4,316131,199,89,199,10,9.0,1.0,172.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-04
7340,SilenceMarshmello,7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,gb,2018 Q4,315201,200,3,200,50,1.0,2.0,197.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2018-10-04
9207,Wow.Post Malone,6MWtB6iiXyIwun0YzU6DFP,Wow.,Post Malone,gb,2019 Q1,32904197,2,2,43,14,13.0,1.0,43.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7881,Sweet but PsychoAva Max,25sgk305KZfyuqVBQIahim,Sweet but Psycho,Ava Max,gb,2019 Q1,30117845,1,1,137,25,24.0,1.0,15.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7514,Someone You LovedLewis Capaldi,2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,Lewis Capaldi,gb,2019 Q1,28589304,1,1,193,13,12.0,1.0,193.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
2926,Giant (with Rag'n'Bone Man)Calvin Harris,5itOtNx0WxtJmi1TQ3RuRd,Giant (with Rag'n'Bone Man),Calvin Harris,gb,2019 Q1,27244502,2,2,16,11,10.0,1.0,8.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-17
1862,Dancing With A Stranger (with Normani)Sam Smith,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Sam Smith,gb,2019 Q1,24951326,4,4,12,11,10.0,1.0,6.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-17
2078,Don't Call Me UpMabel,5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,gb,2019 Q1,24398218,3,3,20,10,9.0,1.0,20.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-24
9466,"break up with your girlfriend, i'm boredAriana Grande",4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",Ariana Grande,gb,2019 Q1,23549309,1,1,5,7,6.0,1.0,1.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
178,7 ringsAriana Grande,6ocbgoVGwYJhOv1GgI9NsF,7 rings,Ariana Grande,gb,2019 Q1,21984158,2,1,10,10,9.0,1.0,1.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
7816,Sunflower - Spider-Man: Into the Spider-VersePost Malone,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,gb,2019 Q1,21737341,3,3,27,23,22.0,1.0,27.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5944,OptionsNSG,2cytBOLpwFRX7J9URCrFIe,Options,NSG,gb,2019 Q1,21242698,8,8,114,13,12.0,1.0,114.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9116,Without MeHalsey,5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,gb,2019 Q1,20555961,4,3,45,25,24.0,1.0,26.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7156,ShallowLady Gaga,2VxeLyX666F8uXCJ0dZF8B,Shallow,Lady Gaga,gb,2019 Q1,18063985,9,3,79,26,25.0,1.0,79.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5689,Nothing Breaks Like a Heart (feat. Miley Cyrus)Mark Ronson,27rdGxbavYJeBphck5MZAF,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,gb,2019 Q1,17895082,6,6,67,17,16.0,1.0,34.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3031,Going Bad (feat. Drake)Meek Mill,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),Meek Mill,gb,2019 Q1,16880521,14,14,71,17,16.0,1.0,71.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6823,SICKO MODETravis Scott,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,gb,2019 Q1,16411322,6,6,44,34,33.0,1.0,40.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
177,7 ringsAriana Grande,14msK75pk3pA33pzPVNtBF,7 rings,Ariana Grande,gb,2019 Q1,16279037,1,1,1,3,2.0,1.0,1.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-24
3229,HappierMarshmello,2dpaYNEQHiRxtZbfNsse99,Happier,Marshmello,gb,2019 Q1,15921655,12,2,65,32,31.0,1.0,65.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9476,bury a friendBillie Eilish,4NzMOnvSJVNKF7nw5NkXIP,bury a friend,Billie Eilish,gb,2019 Q1,15347688,3,3,115,9,8.0,1.0,115.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-31
7257,ShotgunGeorge Ezra,4ofwffwvvnbSkrMSCKQDaC,Shotgun,George Ezra,gb,2019 Q1,14911396,8,1,75,53,52.0,1.0,51.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
2317,Eastside (with Halsey & Khalid)benny blanco,7FGq80cy8juXBCD2nrqdWU,Eastside (with Halsey & Khalid),benny blanco,gb,2019 Q1,14498937,11,1,63,37,36.0,1.0,63.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6225,PlayJax Jones,29R1IMTTbDDA3VNlk6UEW5,Play,Jax Jones,gb,2019 Q1,14254487,10,10,185,17,16.0,1.0,107.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9413,ZEZE (feat. Travis Scott & Offset)Kodak Black,0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset),Kodak Black,gb,2019 Q1,14129924,9,5,56,24,23.0,1.0,41.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9773,"thank u, nextAriana Grande",2rPE9A1vEgShuZxxzR2tZH,"thank u, next",Ariana Grande,gb,2019 Q1,13736972,2,1,13,14,13.0,1.0,13.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3425,High HopesPanic! At The Disco,1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,gb,2019 Q1,13674301,21,17,142,41,39.0,2.0,121.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6357,Promises (with Sam Smith)Calvin Harris,5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),Calvin Harris,gb,2019 Q1,12731578,13,1,73,32,31.0,1.0,73.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
285,AdviceCadet,1fp2uoWXPca3mIdxRHIgQm,Advice,Cadet,gb,2019 Q1,12661786,22,22,188,28,27.0,1.0,105.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
2825,Funky FridayDave,01IQ4aQgOf0Kkq3a273hmO,Funky Friday,Dave,gb,2019 Q1,12543800,16,1,52,25,24.0,1.0,52.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4945,MIDDLE CHILDJ. Cole,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,gb,2019 Q1,12306725,8,8,170,10,9.0,1.0,170.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-24
935,Better NowPost Malone,7dt6x5M1jzdTEt8oCbisTK,Better Now,Post Malone,gb,2019 Q1,12238860,28,2,92,48,47.0,1.0,92.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9604,i'm so tired...Lauv,7COXchtUOMd6uIT6HvmRaI,i'm so tired...,Lauv,gb,2019 Q1,12061557,13,13,49,9,8.0,1.0,49.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-31
9774,"thank u, nextAriana Grande",3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,gb,2019 Q1,11857901,3,1,27,21,20.0,1.0,12.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
9802,when the party's overBillie Eilish,14JzyD6FlBD5z0wV5P07YI,when the party's over,Billie Eilish,gb,2019 Q1,11841339,18,18,85,23,22.0,1.0,85.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6768,Ruin My LifeZara Larsson,5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Zara Larsson,gb,2019 Q1,11439445,9,9,105,23,22.0,1.0,45.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
1099,Body (feat. brando)Loud Luxury,7K7MUBCnzgBAvMVW2RTWNs,Body (feat. brando),Loud Luxury,gb,2019 Q1,11148949,31,4,112,34,33.0,1.0,112.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
8012,Taste (feat. Offset)Tyga,5IaHrVsrferBYDm0bDyABy,Taste (feat. Offset),Tyga,gb,2019 Q1,11095113,32,6,117,45,44.0,1.0,99.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
1619,Close To Me (with Diplo) (feat. Swae Lee)Ellie Goulding,5JEx7HbmvHQQswJCsoo9rA,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,gb,2019 Q1,10923340,12,11,131,22,21.0,1.0,75.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6959,Saturday NightsKhalid,5kfNriitmkNE8mUbZ7gbq8,Saturday Nights,Khalid,gb,2019 Q1,10729091,22,22,196,20,17.0,2.0,148.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7889,Swervin (feat. 6ix9ine)A Boogie Wit da Hoodie,1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,gb,2019 Q1,10300889,25,25,147,13,12.0,1.0,147.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
8333,This Is MeKeala Settle,2xGjteMU3E1tkEPVFBO08U,This Is Me,Keala Settle,gb,2019 Q1,10226043,15,5,83,65,64.0,1.0,69.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5188,Mo BambaSheck Wes,1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,Sheck Wes,gb,2019 Q1,10172847,26,26,164,27,26.0,1.0,81.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4890,Lucid DreamsJuice WRLD,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Juice WRLD,gb,2019 Q1,10155578,30,6,118,45,44.0,1.0,84.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4402,Leave Me AloneFlipp Dinero,14mHfNsSHN0FbLftyjrV9g,Leave Me Alone,Flipp Dinero,gb,2019 Q1,9726201,33,33,180,17,15.0,2.0,143.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
949,BetterKhalid,6zeeWid2sgw4lap2jV61PZ,Better,Khalid,gb,2019 Q1,9682472,27,14,94,28,27.0,1.0,94.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
56,18HUNNA (feat. Dave)Headie One,0G1GIn5gGoe5iLHvVC5FM0,18HUNNA (feat. Dave),Headie One,gb,2019 Q1,9572846,8,8,169,12,11.0,1.0,8.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-10
8141,The Greatest ShowHugh Jackman,43ay9lQZ5rfNcOOHhRF2cM,The Greatest Show,Hugh Jackman,gb,2019 Q1,9396835,17,17,104,65,64.0,1.0,68.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
8573,UndecidedChris Brown,7uiBocndm12aKbsdnQ3Scx,Undecided,Chris Brown,gb,2019 Q1,9385939,29,29,141,12,11.0,1.0,52.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-10
6810,SAD!XXXTENTACION,3ee8Jmje8o58CHK66QrVC2,SAD!,XXXTENTACION,gb,2019 Q1,9369754,41,5,96,56,55.0,1.0,96.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9137,Woman Like Me (feat. Nicki Minaj)Little Mix,222B3aljXx6fFwKmFjuBED,Woman Like Me (feat. Nicki Minaj),Little Mix,gb,2019 Q1,9318322,14,2,119,24,23.0,1.0,62.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3119,GraceLewis Capaldi,4eQBL0cuF3ismYCzBff2Ii,Grace,Lewis Capaldi,gb,2019 Q1,9271136,37,37,195,21,19.0,2.0,156.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7760,SuckerJonas Brothers,4y3OI86AEP6PQoDE6olYhO,Sucker,Jonas Brothers,gb,2019 Q1,9111978,4,4,8,4,3.0,1.0,7.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-07
2262,Drip Too Hard (Lil Baby & Gunna)Lil Baby,78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),Lil Baby,gb,2019 Q1,9062772,41,41,115,25,24.0,1.0,109.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9738,rockstar (feat. 21 Savage)Post Malone,0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),Post Malone,gb,2019 Q1,9022704,49,9,132,48,47.0,1.0,132.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
8395,ThursdayJess Glynne,3ji4bcQugJj5B6NRGYDNwP,Thursday,Jess Glynne,gb,2019 Q1,8883456,24,9,135,24,23.0,1.0,66.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
7995,TalkKhalid,0rTV5WefWd1J3OwIheTzxM,Talk,Khalid,gb,2019 Q1,8842990,17,17,32,7,6.0,1.0,32.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
4505,Let You Love MeRita Ora,5Fla3zyOCcIRqrDoKLU0DP,Let You Love Me,Rita Ora,gb,2019 Q1,8826613,31,4,108,27,26.0,1.0,97.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
77,2002Anne-Marie,2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,gb,2019 Q1,8758835,53,3,164,49,48.0,1.0,164.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6599,Rewrite The StarsZac Efron,630sXRhIcfwr2e4RdNtjKN,Rewrite The Stars,Zac Efron,gb,2019 Q1,8523176,26,10,124,65,64.0,1.0,86.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
1125,Bohemian Rhapsody - Remastered 2011Queen,7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - Remastered 2011,Queen,gb,2019 Q1,8494676,46,30,108,22,21.0,1.0,100.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3483,Hold My GirlGeorge Ezra,42bbDWZ8WmXTH7PkYAlGLu,Hold My Girl,George Ezra,gb,2019 Q1,8280928,51,51,199,27,19.0,4.0,170.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5859,One Kiss (with Dua Lipa)Calvin Harris,7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,gb,2019 Q1,8254759,45,1,144,51,50.0,1.0,144.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3158,Gun LeanRuss Millions,4WYRFY0yFa2s1WeX0w84z6,Gun Lean,Russ Millions,gb,2019 Q1,8244956,38,38,192,14,13.0,1.0,88.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
229,A Million DreamsZiv Zaifman,0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,Ziv Zaifman,gb,2019 Q1,8201722,25,25,142,65,64.0,1.0,80.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9424,a lot21 Savage,2t8yVaLvJ0RenpXUIAC52d,a lot,21 Savage,gb,2019 Q1,8182180,37,37,146,14,13.0,1.0,120.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5330,Mr. BrightsideThe Killers,7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers,gb,2019 Q1,8176214,57,37,155,118,117.0,1.0,155.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4721,Look Back at ItA Boogie Wit da Hoodie,3Ol2xnObFdKV9pmRD2t9x8,Look Back at It,A Boogie Wit da Hoodie,gb,2019 Q1,8154001,39,39,131,13,12.0,1.0,131.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
6051,ParadiseGeorge Ezra,38zwkK6TtTjIW9tpYBfZ3D,Paradise,George Ezra,gb,2019 Q1,8115197,55,6,167,62,61.0,1.0,153.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9699,no tears left to cryAriana Grande,2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,Ariana Grande,gb,2019 Q1,8108156,50,3,125,49,48.0,1.0,125.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
669,Back & ForthMK,4M8x1TR36VMQMFMbGCdoyA,Back & Forth,MK,gb,2019 Q1,8049957,54,13,157,29,28.0,1.0,157.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4210,Just Got PaidSigala,5CpkVOosLFc83LbwqO6hnI,Just Got Paid,Sigala,gb,2019 Q1,7981205,52,16,171,29,28.0,1.0,171.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4230,KIKA6ix9ine,6Gy7rXB6Ku5vIWC7WGWsl3,KIKA,6ix9ine,gb,2019 Q1,7976072,41,11,157,18,17.0,1.0,93.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3017,God's PlanDrake,6DCZcSspjsKoFjzjrWoCdn,God's Plan,Drake,gb,2019 Q1,7913258,42,1,123,62,61.0,1.0,123.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3965,In My FeelingsDrake,2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Drake,gb,2019 Q1,7911175,40,1,125,39,38.0,1.0,106.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9664,lovelyBillie Eilish,1NJcg626wLln4pGHpiV7mf,lovely,Billie Eilish,gb,2019 Q1,7877178,54,54,189,16,15.0,1.0,189.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3971,In My MindDynoro,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,Dynoro,gb,2019 Q1,7766709,55,7,200,36,35.0,1.0,117.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5663,NonstopDrake,0TlLq3lA83rQOYtrqBqSct,Nonstop,Drake,gb,2019 Q1,7582217,72,2,161,39,38.0,1.0,161.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4801,Lost in the FireGesaffelstein,7wFybC8jBH3zE139OpCtpG,Lost in the Fire,Gesaffelstein,gb,2019 Q1,7543293,10,10,136,8,7.0,1.0,10.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-17
5336,Murder On My MindYNW Melly,7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind,YNW Melly,gb,2019 Q1,7470823,17,17,51,6,5.0,1.0,51.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-21
9692,needyAriana Grande,1TEL6MlSSVLSdhOSddidlJ,needy,Ariana Grande,gb,2019 Q1,7466147,6,6,136,7,6.0,1.0,6.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
8353,ThotianaBlueface,3oh6SCCeLuXhFpEyepla6G,Thotiana,Blueface,gb,2019 Q1,7460617,27,27,73,8,7.0,1.0,73.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-07
5535,Nice For WhatDrake,3CA9pLiwRIGtUBiMjbZmRw,Nice For What,Drake,gb,2019 Q1,7440949,61,1,154,51,50.0,1.0,154.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
2358,Empty SpaceJames Arthur,1uru26I2JKd2mQZt0MDCUe,Empty Space,James Arthur,gb,2019 Q1,7379597,38,38,188,22,20.0,2.0,128.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5644,No Stylist (feat. Drake)French Montana,04MLEeAMuV9IlHEsD8vF6A,No Stylist (feat. Drake),French Montana,gb,2019 Q1,7363939,58,22,165,27,26.0,1.0,129.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9460,bloodlineAriana Grande,2hloaUoRonYssMuqLCBLTX,bloodline,Ariana Grande,gb,2019 Q1,7268681,8,8,152,7,6.0,1.0,8.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
5488,Never EnoughLoren Allred,0Gl5s8IhMmQE5YQwM8Qx1J,Never Enough,Loren Allred,gb,2019 Q1,7259375,37,35,177,65,64.0,1.0,98.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9449,bad ideaAriana Grande,7EQpvVujgytLVY8vKiDHAg,bad idea,Ariana Grande,gb,2019 Q1,7243454,10,10,156,7,6.0,1.0,10.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
5248,MoonlightXXXTENTACION,0JP9xo3adEtGSdUEISiszL,Moonlight,XXXTENTACION,gb,2019 Q1,7228235,73,13,153,48,40.0,2.0,130.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
9365,Youngblood5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,gb,2019 Q1,7226296,70,8,172,50,49.0,1.0,172.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4794,Lost Without YouFreya Ridings,6EelrDeZGS0Z81NhXevtrJ,Lost Without You,Freya Ridings,gb,2019 Q1,7217641,74,18,163,36,35.0,1.0,151.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
3846,I'll Be ThereJess Glynne,73FebDuELlAEinHw1xWJCZ,I'll Be There,Jess Glynne,gb,2019 Q1,7213256,76,7,163,46,12.0,2.0,76.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4216,Just You and ITom Walker,03x2rVJRFUrvwlfxoHd9Mo,Just You and I,Tom Walker,gb,2019 Q1,7170695,8,8,128,7,6.0,1.0,22.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-03-07
6594,Rewrite The Stars (with James Arthur & Anne-Marie)James Arthur,6mQLN3zRtAp6ovjusyYKrV,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,gb,2019 Q1,7122098,29,29,182,16,15.0,1.0,77.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
5411,NASAAriana Grande,4SPu0Ql902hTVXkBoNIYtq,NASA,Ariana Grande,gb,2019 Q1,7102619,7,7,158,7,6.0,1.0,7.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-02-14
777,Be AlrightDean Lewis,3EPXxR3ImUwfayaurPi3cm,Be Alright,Dean Lewis,gb,2019 Q1,7081599,62,14,173,33,32.0,1.0,173.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-03
4703,LongshotCatfish and the Bottlemen,1Yi8XPnCPoimWwqxwm3uz9,Longshot,Catfish and the Bottlemen,gb,2019 Q1,7030531,26,26,165,12,11.0,1.0,97.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2019-01-10
