year_quarter,genre,Genre_Group,streams,gdp_(£m),inflation_(%),hfce_(£m),unemployment_rate_(%),max_streams_per_genre,is_max_streams,max_stream_genre
2020 Q4,Uk Drill,Rap/Hip-Hop,107156638,570338,0.8,335721,5.3,107156638,true,Christmas
2021 Q1,Afrobeat,Afrobeats,1549504,564411,0.9,324105,4.9,1549504,true,Indie
2021 Q1,Afrobeats,Afrobeats,375671,564411,0.9,324105,4.9,375671,true,Indie
2021 Q1,Afroswing,Afrobeats,5793120,564411,0.9,324105,4.9,5793120,true,Indie
2021 Q1,Alternative,Alternative,973956,564411,0.9,324105,4.9,973956,true,Indie
2021 Q1,Alternative Rock,Alternative,26553663,564411,0.9,324105,4.9,26553663,true,Indie
2021 Q1,Art Pop,Pop,6022418,564411,0.9,324105,4.9,6022418,true,Indie
2021 Q1,Bedroom Pop,Pop,3457273,564411,0.9,324105,4.9,3457273,true,Indie
2021 Q1,Breakbeat,Electronic,322995,564411,0.9,324105,4.9,322995,true,Indie
2021 Q1,Britpop,Pop,4510337,564411,0.9,324105,4.9,4510337,true,Indie
2021 Q1,Brooklyn Drill,Rap/Hip-Hop,62163606,564411,0.9,324105,4.9,62163606,true,Indie
2021 Q1,Christian Hip Hop,Rap/Hip-Hop,387209,564411,0.9,324105,4.9,387209,true,Indie
2021 Q1,Christmas,Christmas,6027344,564411,0.9,324105,4.9,6027344,true,Indie
2021 Q1,Classic Rock,Rock/Punk/Metal,27022286,564411,0.9,324105,4.9,27022286,true,Indie
2021 Q1,Corpse,Other,853719,564411,0.9,324105,4.9,853719,true,Indie
2021 Q1,Country,Country,9278006,564411,0.9,324105,4.9,9278006,true,Indie
2021 Q1,Dance,Dance/House,30043226,564411,0.9,324105,4.9,30043226,true,Indie
2021 Q1,Dance Pop,Dance/House,24658364,564411,0.9,324105,4.9,24658364,true,Indie
2021 Q1,Dance-Pop,Dance/House,649864,564411,0.9,324105,4.9,649864,true,Indie
2021 Q1,Dark Trap,Rap/Hip-Hop,1052070,564411,0.9,324105,4.9,1052070,true,Indie
2021 Q1,Dembow,Reggae,14672270,564411,0.9,324105,4.9,14672270,true,Indie
2021 Q1,Disco,Disco,3344762,564411,0.9,324105,4.9,3344762,true,Indie
2021 Q1,Drag Race,Soundtrack,546645,564411,0.9,324105,4.9,546645,true,Indie
2021 Q1,Drill,Rap/Hip-Hop,22670762,564411,0.9,324105,4.9,22670762,true,Indie
2021 Q1,Drum & Bass,Electronic,4018752,564411,0.9,324105,4.9,4018752,true,Indie
2021 Q1,Electro House,Dance/House,297288,564411,0.9,324105,4.9,297288,true,Indie
2021 Q1,Electronic,Electronic,62412431,564411,0.9,324105,4.9,62412431,true,Indie
2021 Q1,Electropop,Electronic,19485999,564411,0.9,324105,4.9,19485999,true,Indie
2021 Q1,Emo Rap,Rap/Hip-Hop,16042162,564411,0.9,324105,4.9,16042162,true,Indie
2021 Q1,Eurovision,Pop,4088925,564411,0.9,324105,4.9,4088925,true,Indie
2021 Q1,Folk,Folk,5666319,564411,0.9,324105,4.9,5666319,true,Indie
2021 Q1,Folk Pop,Folk,2687111,564411,0.9,324105,4.9,2687111,true,Indie
2021 Q1,Gangsta Rap,Rap/Hip-Hop,349258,564411,0.9,324105,4.9,349258,true,Indie
2021 Q1,Garage,Electronic,2856478,564411,0.9,324105,4.9,2856478,true,Indie
2021 Q1,Grime,Electronic,42892796,564411,0.9,324105,4.9,42892796,true,Indie
2021 Q1,Hard Rock,Rock/Punk/Metal,4327090,564411,0.9,324105,4.9,4327090,true,Indie
2021 Q1,Hip-Hop,Rap/Hip-Hop,38743510,564411,0.9,324105,4.9,38743510,true,Indie
2021 Q1,House,Dance/House,22153628,564411,0.9,324105,4.9,22153628,true,Indie
2021 Q1,Hyperpop,Pop,2762383,564411,0.9,324105,4.9,2762383,true,Indie
2021 Q1,Indie,Indie,83761577,564411,0.9,324105,4.9,83761577,true,Indie
2021 Q1,Indie Pop,Pop,23739979,564411,0.9,324105,4.9,23739979,true,Indie
2021 Q1,Indie Rock,Indie,3187680,564411,0.9,324105,4.9,3187680,true,Indie
2021 Q1,Justin Bieber,Pop,4790540,564411,0.9,324105,4.9,4790540,true,Indie
2021 Q1,K-Pop,K-Pop,5302277,564411,0.9,324105,4.9,5302277,true,Indie
2021 Q1,Linedance 2021,Country,356899,564411,0.9,324105,4.9,356899,true,Indie
2021 Q1,Lullaby,Chill,826719,564411,0.9,324105,4.9,826719,true,Indie
2021 Q1,Melodic Rap,Rap/Hip-Hop,29767696,564411,0.9,324105,4.9,29767696,true,Indie
2021 Q1,Metal,Rock/Punk/Metal,1170311,564411,0.9,324105,4.9,1170311,true,Indie
2021 Q1,Musical,Musicals,3139773,564411,0.9,324105,4.9,3139773,true,Indie
2021 Q1,Piano,Chill,6352780,564411,0.9,324105,4.9,6352780,true,Indie
2021 Q1,Polo G,Rap/Hip-Hop,6192484,564411,0.9,324105,4.9,6192484,true,Indie
2021 Q1,Pop,Pop,26101102,564411,0.9,324105,4.9,26101102,true,Indie
2021 Q1,Pop Rock,Rock/Punk/Metal,10040791,564411,0.9,324105,4.9,10040791,true,Indie
2021 Q1,Pop-Rock,Pop,8065420,564411,0.9,324105,4.9,8065420,true,Indie
2021 Q1,Progressive Metal,Rock/Punk/Metal,899162,564411,0.9,324105,4.9,899162,true,Indie
2021 Q1,Progressive Rock,Rock/Punk/Metal,2486475,564411,0.9,324105,4.9,2486475,true,Indie
2021 Q1,Psychedelic Rock,Rock/Punk/Metal,4559404,564411,0.9,324105,4.9,4559404,true,Indie
2021 Q1,Reggaeton,Reggae,5314268,564411,0.9,324105,4.9,5314268,true,Indie
2021 Q1,Rock,Rock/Punk/Metal,6855565,564411,0.9,324105,4.9,6855565,true,Indie
2021 Q1,Sea Shanties,Folk,14188683,564411,0.9,324105,4.9,14188683,true,Indie
2021 Q1,Singer-Songwriter,Pop,859116,564411,0.9,324105,4.9,859116,true,Indie
2021 Q1,Slap House,Dance/House,10777325,564411,0.9,324105,4.9,10777325,true,Indie
2021 Q1,Soft Pop,Pop,22495512,564411,0.9,324105,4.9,22495512,true,Indie
2021 Q1,Soft Rock,Rock/Punk/Metal,344911,564411,0.9,324105,4.9,344911,true,Indie
2021 Q1,Soul,Soul,11284020,564411,0.9,324105,4.9,11284020,true,Indie
2021 Q1,Synthpop,Pop,728471,564411,0.9,324105,4.9,728471,true,Indie
2021 Q1,Trance,Electronic,23347624,564411,0.9,324105,4.9,23347624,true,Indie
2021 Q1,Trap,Rap/Hip-Hop,21177913,564411,0.9,324105,4.9,21177913,true,Indie
2021 Q1,Uk Drill,Rap/Hip-Hop,80998958,564411,0.9,324105,4.9,80998958,true,Indie
2021 Q1,Wrong Artist,Other,465258,564411,0.9,324105,4.9,465258,true,Indie
2021 Q2,Afrobeat,Afrobeats,872075,605353,2.1,361389,4.7,872075,true,Uk Drill
2021 Q2,Afroswing,Afrobeats,1598364,605353,2.1,361389,4.7,1598364,true,Uk Drill
2021 Q2,Alternative,Alternative,3259603,605353,2.1,361389,4.7,3259603,true,Uk Drill
2021 Q2,Alternative Rock,Alternative,25428354,605353,2.1,361389,4.7,25428354,true,Uk Drill
2021 Q2,Art Pop,Pop,5868433,605353,2.1,361389,4.7,5868433,true,Uk Drill
2021 Q2,Ballad,Pop,1568226,605353,2.1,361389,4.7,1568226,true,Uk Drill
2021 Q2,Bassline,Electronic,5273934,605353,2.1,361389,4.7,5273934,true,Uk Drill
2021 Q2,Britpop,Pop,14575465,605353,2.1,361389,4.7,14575465,true,Uk Drill
2021 Q2,Brooklyn Drill,Rap/Hip-Hop,44215303,605353,2.1,361389,4.7,44215303,true,Uk Drill
2021 Q2,Chanson,Folk,457675,605353,2.1,361389,4.7,457675,true,Uk Drill
2021 Q2,Christmas,Christmas,1879462,605353,2.1,361389,4.7,1879462,true,Uk Drill
2021 Q2,Classic Rock,Rock/Punk/Metal,40408192,605353,2.1,361389,4.7,40408192,true,Uk Drill
2021 Q2,Corpse,Other,386844,605353,2.1,361389,4.7,386844,true,Uk Drill
2021 Q2,Country,Country,9768624,605353,2.1,361389,4.7,9768624,true,Uk Drill
2021 Q2,Dance,Dance/House,18244907,605353,2.1,361389,4.7,18244907,true,Uk Drill
2021 Q2,Dance Pop,Dance/House,40613714,605353,2.1,361389,4.7,40613714,true,Uk Drill
2021 Q2,Dembow,Reggae,6828727,605353,2.1,361389,4.7,6828727,true,Uk Drill
2021 Q2,Disco,Disco,13117775,605353,2.1,361389,4.7,13117775,true,Uk Drill
2021 Q2,Drill,Rap/Hip-Hop,3827772,605353,2.1,361389,4.7,3827772,true,Uk Drill
2021 Q2,Drum & Bass,Electronic,6636213,605353,2.1,361389,4.7,6636213,true,Uk Drill
2021 Q2,East Coast Hip Hop,Rap/Hip-Hop,3236955,605353,2.1,361389,4.7,3236955,true,Uk Drill
2021 Q2,Electro,Electronic,2300453,605353,2.1,361389,4.7,2300453,true,Uk Drill
2021 Q2,Electro Pop,Electronic,9153805,605353,2.1,361389,4.7,9153805,true,Uk Drill
2021 Q2,Electronic,Electronic,77410639,605353,2.1,361389,4.7,77410639,true,Uk Drill
2021 Q2,Electropop,Electronic,8757188,605353,2.1,361389,4.7,8757188,true,Uk Drill
2021 Q2,Emo Rap,Rap/Hip-Hop,794263,605353,2.1,361389,4.7,794263,true,Uk Drill
2021 Q2,Eurovision,Pop,8592408,605353,2.1,361389,4.7,8592408,true,Uk Drill
2021 Q2,Eurovision Song Contest,Pop,371487,605353,2.1,361389,4.7,371487,true,Uk Drill
2021 Q2,Folk,Folk,1847384,605353,2.1,361389,4.7,1847384,true,Uk Drill
2021 Q2,Folk Pop,Folk,3112995,605353,2.1,361389,4.7,3112995,true,Uk Drill
2021 Q2,Grime,Electronic,66622313,605353,2.1,361389,4.7,66622313,true,Uk Drill
2021 Q2,Hard Rock,Rock/Punk/Metal,5148460,605353,2.1,361389,4.7,5148460,true,Uk Drill
2021 Q2,Hip-Hop,Rap/Hip-Hop,38597941,605353,2.1,361389,4.7,38597941,true,Uk Drill
2021 Q2,House,Dance/House,53814432,605353,2.1,361389,4.7,53814432,true,Uk Drill
2021 Q2,Hyperpop,Pop,1412728,605353,2.1,361389,4.7,1412728,true,Uk Drill
2021 Q2,Indie,Indie,69675289,605353,2.1,361389,4.7,69675289,true,Uk Drill
2021 Q2,Indie Folk,Folk,779708,605353,2.1,361389,4.7,779708,true,Uk Drill
2021 Q2,Indie Pop,Pop,22219069,605353,2.1,361389,4.7,22219069,true,Uk Drill
2021 Q2,Indie Rock,Indie,6981227,605353,2.1,361389,4.7,6981227,true,Uk Drill
2021 Q2,K-Pop,K-Pop,5273441,605353,2.1,361389,4.7,5273441,true,Uk Drill
2021 Q2,Latin,Latin,1376876,605353,2.1,361389,4.7,1376876,true,Uk Drill
2021 Q2,Latin Pop,Latin,1181170,605353,2.1,361389,4.7,1181170,true,Uk Drill
2021 Q2,Melodic Rap,Rap/Hip-Hop,16023817,605353,2.1,361389,4.7,16023817,true,Uk Drill
2021 Q2,Modern Rock,Rock/Punk/Metal,1203070,605353,2.1,361389,4.7,1203070,true,Uk Drill
2021 Q2,Musical,Musicals,434958,605353,2.1,361389,4.7,434958,true,Uk Drill
2021 Q2,Piano,Chill,3722401,605353,2.1,361389,4.7,3722401,true,Uk Drill
2021 Q2,Polo G,Rap/Hip-Hop,8806093,605353,2.1,361389,4.7,8806093,true,Uk Drill
2021 Q2,Pop,Pop,19228929,605353,2.1,361389,4.7,19228929,true,Uk Drill
2021 Q2,Pop Rap,Rap/Hip-Hop,26799940,605353,2.1,361389,4.7,26799940,true,Uk Drill
2021 Q2,Pop Rock,Rock/Punk/Metal,4447735,605353,2.1,361389,4.7,4447735,true,Uk Drill
2021 Q2,Pop Urbaine,Pop,549048,605353,2.1,361389,4.7,549048,true,Uk Drill
2021 Q2,Pop-Rock,Pop,11589840,605353,2.1,361389,4.7,11589840,true,Uk Drill
2021 Q2,Progressive Metal,Rock/Punk/Metal,603783,605353,2.1,361389,4.7,603783,true,Uk Drill
2021 Q2,Progressive Rock,Rock/Punk/Metal,5272312,605353,2.1,361389,4.7,5272312,true,Uk Drill
2021 Q2,Psychedelic Rock,Rock/Punk/Metal,2704666,605353,2.1,361389,4.7,2704666,true,Uk Drill
2021 Q2,Reggaeton,Reggae,2389164,605353,2.1,361389,4.7,2389164,true,Uk Drill
2021 Q2,Rock,Rock/Punk/Metal,35387615,605353,2.1,361389,4.7,35387615,true,Uk Drill
2021 Q2,Sea Shanties,Folk,11088610,605353,2.1,361389,4.7,11088610,true,Uk Drill
2021 Q2,Slap House,Dance/House,5945261,605353,2.1,361389,4.7,5945261,true,Uk Drill
2021 Q2,Soft Pop,Pop,8629313,605353,2.1,361389,4.7,8629313,true,Uk Drill
2021 Q2,Soul,Soul,30792059,605353,2.1,361389,4.7,30792059,true,Uk Drill
2021 Q2,Stutter House,Dance/House,6700053,605353,2.1,361389,4.7,6700053,true,Uk Drill
2021 Q2,Synthpop,Pop,2379383,605353,2.1,361389,4.7,2379383,true,Uk Drill
2021 Q2,Tech House,Dance/House,6426858,605353,2.1,361389,4.7,6426858,true,Uk Drill
2021 Q2,Trance,Electronic,35278404,605353,2.1,361389,4.7,35278404,true,Uk Drill
2021 Q2,Trap,Rap/Hip-Hop,13155352,605353,2.1,361389,4.7,13155352,true,Uk Drill
2021 Q2,Uk Drill,Rap/Hip-Hop,125374439,605353,2.1,361389,4.7,125374439,true,Uk Drill
2021 Q2,We Love Taunt,Other,899518,605353,2.1,361389,4.7,899518,true,Uk Drill
2021 Q3,Afrobeats,Afrobeats,13952389,615459,2.7,372109,4.4,13952389,true,Grime
2021 Q3,Afroswing,Afrobeats,348344,615459,2.7,372109,4.4,348344,true,Grime
2021 Q3,Alternative,Alternative,10521762,615459,2.7,372109,4.4,10521762,true,Grime
2021 Q3,Alternative Rock,Alternative,34425596,615459,2.7,372109,4.4,34425596,true,Grime
2021 Q3,Art Pop,Pop,3372577,615459,2.7,372109,4.4,3372577,true,Grime
2021 Q3,Ballad,Pop,1285497,615459,2.7,372109,4.4,1285497,true,Grime
2021 Q3,Baroque Pop,Pop,3030715,615459,2.7,372109,4.4,3030715,true,Grime
2021 Q3,Bassline,Electronic,2449562,615459,2.7,372109,4.4,2449562,true,Grime
2021 Q3,Bedroom Pop,Pop,20695317,615459,2.7,372109,4.4,20695317,true,Grime
2021 Q3,Bossa Nova,Latin,1226184,615459,2.7,372109,4.4,1226184,true,Grime
2021 Q3,Britpop,Pop,21214682,615459,2.7,372109,4.4,21214682,true,Grime
2021 Q3,Brooklyn Drill,Rap/Hip-Hop,31693011,615459,2.7,372109,4.4,31693011,true,Grime
2021 Q3,Classic Rock,Rock/Punk/Metal,37719524,615459,2.7,372109,4.4,37719524,true,Grime
2021 Q3,Country,Country,1794587,615459,2.7,372109,4.4,1794587,true,Grime
2021 Q3,Dance,Dance/House,15620136,615459,2.7,372109,4.4,15620136,true,Grime
2021 Q3,Dance Pop,Dance/House,45430281,615459,2.7,372109,4.4,45430281,true,Grime
2021 Q3,Dancehall,Reggae,359245,615459,2.7,372109,4.4,359245,true,Grime
2021 Q3,Dance-Pop,Dance/House,10702426,615459,2.7,372109,4.4,10702426,true,Grime
2021 Q3,Dark Trap,Rap/Hip-Hop,447179,615459,2.7,372109,4.4,447179,true,Grime
2021 Q3,Disco,Disco,3599650,615459,2.7,372109,4.4,3599650,true,Grime
2021 Q3,Dream Pop,Pop,1735401,615459,2.7,372109,4.4,1735401,true,Grime
2021 Q3,Drill,Rap/Hip-Hop,3519725,615459,2.7,372109,4.4,3519725,true,Grime
2021 Q3,Drum & Bass,Electronic,5988064,615459,2.7,372109,4.4,5988064,true,Grime
2021 Q3,Drum And Bass,Electronic,1350114,615459,2.7,372109,4.4,1350114,true,Grime
2021 Q3,Dubstep,Electronic,823370,615459,2.7,372109,4.4,823370,true,Grime
2021 Q3,East Coast Hip Hop,Rap/Hip-Hop,429195,615459,2.7,372109,4.4,429195,true,Grime
2021 Q3,Electro Pop,Electronic,1168448,615459,2.7,372109,4.4,1168448,true,Grime
2021 Q3,Electronic,Electronic,71714733,615459,2.7,372109,4.4,71714733,true,Grime
2021 Q3,Electropop,Electronic,12865489,615459,2.7,372109,4.4,12865489,true,Grime
2021 Q3,Euro Dance,Dance/House,460028,615459,2.7,372109,4.4,460028,true,Grime
2021 Q3,Eurovision,Pop,1466615,615459,2.7,372109,4.4,1466615,true,Grime
2021 Q3,Folk,Folk,1387306,615459,2.7,372109,4.4,1387306,true,Grime
2021 Q3,Folk Pop,Folk,2566685,615459,2.7,372109,4.4,2566685,true,Grime
2021 Q3,French,Other,337723,615459,2.7,372109,4.4,337723,true,Grime
2021 Q3,Gay Anthem,Pop,2588170,615459,2.7,372109,4.4,2588170,true,Grime
2021 Q3,Grime,Electronic,131569763,615459,2.7,372109,4.4,131569763,true,Grime
2021 Q3,Hard Rock,Rock/Punk/Metal,5454073,615459,2.7,372109,4.4,5454073,true,Grime
2021 Q3,Hardcore Hip Hop,Rap/Hip-Hop,670349,615459,2.7,372109,4.4,670349,true,Grime
2021 Q3,Hip-Hop,Rap/Hip-Hop,58416195,615459,2.7,372109,4.4,58416195,true,Grime
2021 Q3,House,Dance/House,97111965,615459,2.7,372109,4.4,97111965,true,Grime
2021 Q3,Hyperpop,Pop,885942,615459,2.7,372109,4.4,885942,true,Grime
2021 Q3,Indie,Indie,60762639,615459,2.7,372109,4.4,60762639,true,Grime
2021 Q3,Indie Folk,Folk,372463,615459,2.7,372109,4.4,372463,true,Grime
2021 Q3,Indie Pop,Pop,19567190,615459,2.7,372109,4.4,19567190,true,Grime
2021 Q3,Indie Rock,Indie,6473601,615459,2.7,372109,4.4,6473601,true,Grime
2021 Q3,J Cole,Rap/Hip-Hop,367963,615459,2.7,372109,4.4,367963,true,Grime
2021 Q3,Jazz Rap,Rap/Hip-Hop,462487,615459,2.7,372109,4.4,462487,true,Grime
2021 Q3,K-Pop,K-Pop,6137267,615459,2.7,372109,4.4,6137267,true,Grime
2021 Q3,Latin,Latin,2603130,615459,2.7,372109,4.4,2603130,true,Grime
2021 Q3,Latin Pop,Latin,391532,615459,2.7,372109,4.4,391532,true,Grime
2021 Q3,Manele,Folk,855744,615459,2.7,372109,4.4,855744,true,Grime
2021 Q3,Mcdonalds,Other,389576,615459,2.7,372109,4.4,389576,true,Grime
2021 Q3,Melodic Rap,Rap/Hip-Hop,10637237,615459,2.7,372109,4.4,10637237,true,Grime
2021 Q3,Metalcore,Rock/Punk/Metal,1031477,615459,2.7,372109,4.4,1031477,true,Grime
2021 Q3,Neo-Soul,Soul,953055,615459,2.7,372109,4.4,953055,true,Grime
2021 Q3,New Wave,Rock/Punk/Metal,348453,615459,2.7,372109,4.4,348453,true,Grime
2021 Q3,Polo G,Rap/Hip-Hop,6798827,615459,2.7,372109,4.4,6798827,true,Grime
2021 Q3,Pop,Pop,13450756,615459,2.7,372109,4.4,13450756,true,Grime
2021 Q3,Pop Rap,Rap/Hip-Hop,64301014,615459,2.7,372109,4.4,64301014,true,Grime
2021 Q3,Pop Rock,Rock/Punk/Metal,506872,615459,2.7,372109,4.4,506872,true,Grime
2021 Q3,Pop Urbaine,Pop,1371584,615459,2.7,372109,4.4,1371584,true,Grime
2021 Q3,Pop-Rock,Pop,11747464,615459,2.7,372109,4.4,11747464,true,Grime
2021 Q3,Progressive Metal,Rock/Punk/Metal,363014,615459,2.7,372109,4.4,363014,true,Grime
2021 Q3,Progressive Rock,Rock/Punk/Metal,4169746,615459,2.7,372109,4.4,4169746,true,Grime
2021 Q3,Psychedelic Soul,Soul,1031882,615459,2.7,372109,4.4,1031882,true,Grime
2021 Q3,Reggaeton,Reggae,376627,615459,2.7,372109,4.4,376627,true,Grime
2021 Q3,Remix,Electronic,5382366,615459,2.7,372109,4.4,5382366,true,Grime
2021 Q3,Rock,Rock/Punk/Metal,88920934,615459,2.7,372109,4.4,88920934,true,Grime
2021 Q3,Soft Pop,Pop,57760044,615459,2.7,372109,4.4,57760044,true,Grime
2021 Q3,Soul,Soul,28855750,615459,2.7,372109,4.4,28855750,true,Grime
2021 Q3,Soundtrack,Soundtrack,432785,615459,2.7,372109,4.4,432785,true,Grime
2021 Q3,Stutter House,Dance/House,2270952,615459,2.7,372109,4.4,2270952,true,Grime
2021 Q3,Synthpop,Pop,1683350,615459,2.7,372109,4.4,1683350,true,Grime
2021 Q3,Tech House,Dance/House,5634588,615459,2.7,372109,4.4,5634588,true,Grime
2021 Q3,Teezo Touchdown,Rap/Hip-Hop,512165,615459,2.7,372109,4.4,512165,true,Grime
2021 Q3,Trance,Electronic,17361620,615459,2.7,372109,4.4,17361620,true,Grime
2021 Q3,Trap,Rap/Hip-Hop,31702316,615459,2.7,372109,4.4,31702316,true,Grime
2021 Q3,Uk Drill,Rap/Hip-Hop,82071349,615459,2.7,372109,4.4,82071349,true,Grime
2021 Q3,Vai Se Fuder,Other,2245766,615459,2.7,372109,4.4,2245766,true,Grime
2021 Q4,Afrobeats,Afrobeats,23280342,624592,4.4,373148,4.2,23280342,true,Christmas
2021 Q4,Alternative Rock,Alternative,28309564,624592,4.4,373148,4.2,28309564,true,Christmas
2021 Q4,Awesome,Other,421076,624592,4.4,373148,4.2,421076,true,Christmas
2021 Q4,Baroque Pop,Pop,5841306,624592,4.4,373148,4.2,5841306,true,Christmas
2021 Q4,Bedroom Pop,Pop,5169495,624592,4.4,373148,4.2,5169495,true,Christmas
2021 Q4,Big Band,Other,6200875,624592,4.4,373148,4.2,6200875,true,Christmas
2021 Q4,Bolero,Latin,3987837,624592,4.4,373148,4.2,3987837,true,Christmas
2021 Q4,British,Other,897811,624592,4.4,373148,4.2,897811,true,Christmas
2021 Q4,Britpop,Pop,10167240,624592,4.4,373148,4.2,10167240,true,Christmas
2021 Q4,Brooklyn Drill,Rap/Hip-Hop,14180123,624592,4.4,373148,4.2,14180123,true,Christmas
2021 Q4,Christmas,Christmas,126024884,624592,4.4,373148,4.2,126024884,true,Christmas
2021 Q4,Classic Rock,Rock/Punk/Metal,25685257,624592,4.4,373148,4.2,25685257,true,Christmas
2021 Q4,Country,Country,2914666,624592,4.4,373148,4.2,2914666,true,Christmas
2021 Q4,Country Pop,Country,18554340,624592,4.4,373148,4.2,18554340,true,Christmas
2021 Q4,Dance,Dance/House,13966315,624592,4.4,373148,4.2,13966315,true,Christmas
2021 Q4,Dance Pop,Dance/House,36331035,624592,4.4,373148,4.2,36331035,true,Christmas
2021 Q4,Dance-Pop,Dance/House,4029600,624592,4.4,373148,4.2,4029600,true,Christmas
2021 Q4,Disco,Disco,4079454,624592,4.4,373148,4.2,4079454,true,Christmas
2021 Q4,Dream Pop,Pop,3572849,624592,4.4,373148,4.2,3572849,true,Christmas
2021 Q4,Drum & Bass,Electronic,1844601,624592,4.4,373148,4.2,1844601,true,Christmas
2021 Q4,Drum And Bass,Electronic,1877100,624592,4.4,373148,4.2,1877100,true,Christmas
2021 Q4,Electro,Electronic,3916536,624592,4.4,373148,4.2,3916536,true,Christmas
2021 Q4,Electro House,Dance/House,609490,624592,4.4,373148,4.2,609490,true,Christmas
2021 Q4,Electronic,Electronic,43147293,624592,4.4,373148,4.2,43147293,true,Christmas
2021 Q4,Electropop,Electronic,2193958,624592,4.4,373148,4.2,2193958,true,Christmas
2021 Q4,Exotica,Other,2615443,624592,4.4,373148,4.2,2615443,true,Christmas
2021 Q4,Flamenco,Latin,3870398,624592,4.4,373148,4.2,3870398,true,Christmas
2021 Q4,Flamenco Urbano,Latin,20522958,624592,4.4,373148,4.2,20522958,true,Christmas
2021 Q4,Folk,Folk,1109843,624592,4.4,373148,4.2,1109843,true,Christmas
2021 Q4,Gangsta Rap,Rap/Hip-Hop,1123621,624592,4.4,373148,4.2,1123621,true,Christmas
2021 Q4,Grime,Electronic,29398941,624592,4.4,373148,4.2,29398941,true,Christmas
2021 Q4,Halloween,Other,391317,624592,4.4,373148,4.2,391317,true,Christmas
2021 Q4,Hard Rock,Rock/Punk/Metal,11143735,624592,4.4,373148,4.2,11143735,true,Christmas
2021 Q4,Hip-Hop,Rap/Hip-Hop,35555754,624592,4.4,373148,4.2,35555754,true,Christmas
2021 Q4,House,Dance/House,30940081,624592,4.4,373148,4.2,30940081,true,Christmas
2021 Q4,Indie,Indie,68083072,624592,4.4,373148,4.2,68083072,true,Christmas
2021 Q4,Indie Pop,Pop,10226199,624592,4.4,373148,4.2,10226199,true,Christmas
2021 Q4,Indie Rock,Indie,17698064,624592,4.4,373148,4.2,17698064,true,Christmas
2021 Q4,Jazz,Jazz,8150867,624592,4.4,373148,4.2,8150867,true,Christmas
2021 Q4,Juice Wrld,Other,1651066,624592,4.4,373148,4.2,1651066,true,Christmas
2021 Q4,Jungle,Electronic,363943,624592,4.4,373148,4.2,363943,true,Christmas
2021 Q4,K-Pop,K-Pop,4871883,624592,4.4,373148,4.2,4871883,true,Christmas
2021 Q4,Linedance 2021,Country,1314569,624592,4.4,373148,4.2,1314569,true,Christmas
2021 Q4,Melodic Rap,Rap/Hip-Hop,4358687,624592,4.4,373148,4.2,4358687,true,Christmas
2021 Q4,Motown,Soul,8063115,624592,4.4,373148,4.2,8063115,true,Christmas
2021 Q4,Neoperreo,Reggae,7043294,624592,4.4,373148,4.2,7043294,true,Christmas
2021 Q4,Nu Metal,Rock/Punk/Metal,5487658,624592,4.4,373148,4.2,5487658,true,Christmas
2021 Q4,Oh Baby,Other,4391418,624592,4.4,373148,4.2,4391418,true,Christmas
2021 Q4,Overrated,Other,2908418,624592,4.4,373148,4.2,2908418,true,Christmas
2021 Q4,Polo G,Rap/Hip-Hop,5112554,624592,4.4,373148,4.2,5112554,true,Christmas
2021 Q4,Pop,Pop,10581358,624592,4.4,373148,4.2,10581358,true,Christmas
2021 Q4,Pop Rap,Rap/Hip-Hop,16807681,624592,4.4,373148,4.2,16807681,true,Christmas
2021 Q4,Pop Rock,Rock/Punk/Metal,10733840,624592,4.4,373148,4.2,10733840,true,Christmas
2021 Q4,Pop-Rock,Pop,7494456,624592,4.4,373148,4.2,7494456,true,Christmas
2021 Q4,Power Pop,Pop,420475,624592,4.4,373148,4.2,420475,true,Christmas
2021 Q4,Progressive Rock,Rock/Punk/Metal,419105,624592,4.4,373148,4.2,419105,true,Christmas
2021 Q4,Remix,Electronic,3951675,624592,4.4,373148,4.2,3951675,true,Christmas
2021 Q4,Rock,Rock/Punk/Metal,49220664,624592,4.4,373148,4.2,49220664,true,Christmas
2021 Q4,Rock & Roll,Rock & Roll,16616485,624592,4.4,373148,4.2,16616485,true,Christmas
2021 Q4,Rockabilly,Rock & Roll,4241447,624592,4.4,373148,4.2,4241447,true,Christmas
2021 Q4,Soft Pop,Pop,89142986,624592,4.4,373148,4.2,89142986,true,Christmas
2021 Q4,Soft Rock,Rock/Punk/Metal,6118941,624592,4.4,373148,4.2,6118941,true,Christmas
2021 Q4,Soul,Soul,125133919,624592,4.4,373148,4.2,125133919,true,Christmas
2021 Q4,Soundtrack,Soundtrack,4152679,624592,4.4,373148,4.2,4152679,true,Christmas
2021 Q4,Swing,Swing,49138070,624592,4.4,373148,4.2,49138070,true,Christmas
2021 Q4,Synthpop,Pop,1602935,624592,4.4,373148,4.2,1602935,true,Christmas
2021 Q4,Tidal My Most Listened,Other,1410998,624592,4.4,373148,4.2,1410998,true,Christmas
2021 Q4,Trance,Electronic,2848160,624592,4.4,373148,4.2,2848160,true,Christmas
2021 Q4,Trap,Rap/Hip-Hop,16830152,624592,4.4,373148,4.2,16830152,true,Christmas
2021 Q4,Trap Latino,Rap/Hip-Hop,3785265,624592,4.4,373148,4.2,3785265,true,Christmas
